Player,Nation,Position,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals Made,Penalty Attempts,Yellow Cards,Red Cards,xG,npxG,xAG,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Receives,Goals Per 90,Assists Per 90,Goals + Assists Per 90,Non-Penalty Goals Per 90,Non-Penalty Goals + Assists Per 90,xG Per 90,xAG Per 90,xG + xAG Per 90,npxG Per 90,npxG + xAG Per 90,name_clean,position,foot,height_in_cm,current_club_domestic_competition_id,market_value_in_eur,highest_market_value_in_eur,image_url,url,match_name,fifa_name,fifa_full_name,fifa_birth_date,fifa_age,fifa_height_cm,fifa_weight_kgs,fifa_positions,fifa_nationality,fifa_overall_rating,fifa_potential,fifa_value_euro,fifa_wage_euro,fifa_preferred_foot,fifa_international_reputation(1-5),fifa_weak_foot(1-5),fifa_skill_moves(1-5),fifa_body_type,fifa_release_clause_euro,fifa_national_team,fifa_national_rating,fifa_national_team_position,fifa_national_jersey_number,fifa_crossing,fifa_finishing,fifa_heading_accuracy,fifa_short_passing,fifa_volleys,fifa_dribbling,fifa_curve,fifa_freekick_accuracy,fifa_long_passing,fifa_ball_control,fifa_acceleration,fifa_sprint_speed,fifa_agility,fifa_reactions,fifa_balance,fifa_shot_power,fifa_jumping,fifa_stamina,fifa_strength,fifa_long_shots,fifa_aggression,fifa_interceptions,fifa_positioning,fifa_vision,fifa_penalties,fifa_composure,fifa_marking,fifa_standing_tackle,fifa_sliding_tackle,fifa_match_fullname,fuzzy_match_score
Iñaki Peña,ESP,GB,25,16,15,"1,396",15.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inaki pena,Goalkeeper,right,184.0,ES1,10000000.0,10000000.0,https://img.a.transfermarkt.technology/portrait/header/283170-1702502364.jpg?lm=1,https://www.transfermarkt.co.uk/inaki-pena/profil/spieler/283170,inaki pena,Iñaki Peña,Ignacio Peña Sotorres,3/2/1999,20,182.88,78.0,GK,Spain,62,80,525000.0,4000.0,Right,1,3,1,Lean,1400000.0,,,,,10,6,11,26,5,12,12,12,24,18,33,28,42,62,51,24,63,27,54,8,17,6,5,39,17,38,9,10,11,ignacio peña sotorres,89
Dani Olmo,ESP,"MT,AT",26,25,13,"1,212",13.5,10,3,13,8,2,2,1,0,6.5,4.9,3.0,7.9,33,81,97,0.74,0.22,0.97,0.59,0.82,0.48,0.22,0.7,0.37,0.59,dani olmo,Midfield,right,179.0,ES1,60000000.0,60000000.0,https://img.a.transfermarkt.technology/portrait/header/293385-1711546268.jpg?lm=1,https://www.transfermarkt.co.uk/dani-olmo/profil/spieler/293385,dani olmo,Dani Olmo,Daniel Olmo Carvajal,5/7/1998,20,152.4,72.1,"CAM,LM,CM",Spain,76,85,12000000.0,1000.0,Right,1,4,4,Lean,28800000.0,,,,,75,72,43,75,71,77,72,75,76,77,78,80,77,71,79,72,55,68,53,71,49,43,76,76,62,73,40,40,32,daniel olmo carvajal,100
Gerard Martín,ESP,DF,22,28,11,"1,038",11.5,1,3,4,1,0,0,2,0,0.5,0.5,1.1,1.6,10,40,122,0.09,0.26,0.35,0.09,0.35,0.04,0.1,0.14,0.04,0.14,gerard martin,Defender,left,186.0,ES1,7500000.0,7500000.0,https://img.a.transfermarkt.technology/portrait/header/705395-1730119053.jpg?lm=1,https://www.transfermarkt.co.uk/gerard-martin/profil/spieler/705395,gerard martin,M. Ødegaard,Martin Ødegaard,12/17/1998,20,152.4,68.0,"RW,CAM",Norway,75,84,10000000.0,59000.0,Left,1,4,5,Lean,,Norway,75.0,SUB,11.0,75,59,38,75,65,83,74,70,68,85,76,70,78,74,78,55,46,64,33,60,32,48,64,82,59,78,38,31,32,martin ødegaard,81
Frenkie de Jong,NED,MT,27,26,9,"1,143",12.7,2,2,4,2,0,0,3,0,0.7,0.7,2.0,2.6,36,120,24,0.16,0.16,0.31,0.16,0.31,0.05,0.16,0.21,0.05,0.21,frenkie de jong,Midfield,right,181.0,ES1,45000000.0,90000000.0,https://img.a.transfermarkt.technology/portrait/header/326330-1656499973.png?lm=1,https://www.transfermarkt.co.uk/frenkie-de-jong/profil/spieler/326330,frenkie de jong,F. de Jong,Frenkie de Jong,5/12/1997,21,154.94,69.9,"CM,CDM,CB",Netherlands,82,89,31000000.0,20000.0,Right,1,3,4,Lean,49600000.0,Netherlands,81.0,LDM,7.0,75,52,64,87,64,86,82,64,82,88,80,78,84,83,78,68,76,74,69,57,64,78,66,85,45,86,69,73,70,frenkie de jong,100
Marc-André ter Stegen,GER,GB,32,8,8,674,7.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,marc andre ter stegen,Goalkeeper,right,187.0,ES1,15000000.0,90000000.0,https://img.a.transfermarkt.technology/portrait/header/74857-1674465246.jpg?lm=1,https://www.transfermarkt.co.uk/marc-andre-ter-stegen/profil/spieler/74857,marc andre ter stegen,M. ter Stegen,Marc-André ter Stegen,4/30/1992,26,187.96,84.8,GK,Germany,89,92,58000000.0,240000.0,Right,3,4,1,Normal,123300000.0,Germany,85.0,SUB,22.0,18,14,11,42,14,17,18,12,47,18,38,50,37,86,43,22,79,35,78,10,43,22,11,70,25,70,25,13,10,marc-andré ter stegen,98
Pau Victor,ESP,AT,22,21,2,319,3.5,2,1,3,2,0,0,2,0,3.0,3.0,0.9,3.9,6,11,28,0.56,0.28,0.85,0.56,0.85,0.85,0.24,1.09,0.85,1.09,pau victor,Attack,right,184.0,ES1,5000000.0,5000000.0,https://img.a.transfermarkt.technology/portrait/header/707572-1724052852.jpg?lm=1,https://www.transfermarkt.co.uk/pau-victor/profil/spieler/707572,pau victor,Paulo Vítor,Paulo Vítor Fagundes dos Anjos,11/21/1988,30,195.58,88.9,GK,Brazil,63,63,250000.0,2000.0,Right,1,3,1,Normal,525000.0,,,,,11,10,14,19,10,13,16,13,18,14,23,25,30,58,28,17,31,26,64,8,37,19,8,42,19,57,20,12,14,paulo vítor fagundes dos anjos,80
Andreas Christensen,DEN,DF,28,5,2,254,2.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.1,1,15,1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,andreas christensen,Defender,right,187.0,ES1,15000000.0,40000000.0,https://img.a.transfermarkt.technology/portrait/header/196948-1668183241.jpg?lm=1,https://www.transfermarkt.co.uk/andreas-christensen/profil/spieler/196948,andreas christensen,A. Christensen,Andreas Christensen,4/10/1996,22,187.96,81.2,CB,Denmark,80,87,18000000.0,85000.0,Right,2,3,2,Lean,36900000.0,Denmark,78.0,LCB,6.0,49,36,80,77,25,66,32,22,71,73,66,70,61,78,61,31,72,69,73,20,73,82,32,62,36,77,80,85,82,andreas christensen,100
Iñaki Williams,GHA,AT,30,35,29,"2,652",29.5,6,8,14,6,0,0,1,0,7.6,7.6,7.8,15.4,107,76,302,0.2,0.27,0.48,0.2,0.48,0.26,0.27,0.52,0.26,0.52,inaki williams,Attack,right,186.0,ES1,20000000.0,50000000.0,https://img.a.transfermarkt.technology/portrait/header/255508-1709676323.png?lm=1,https://www.transfermarkt.co.uk/inaki-williams/profil/spieler/255508,inaki williams,A. Williams,Andrew Williams,8/14/1986,32,187.96,78.0,ST,England,64,64,400000.0,4000.0,Right,1,3,2,Normal,700000.0,,,,,54,65,57,54,62,55,37,36,26,58,76,71,64,63,74,64,64,73,71,62,49,21,65,59,67,58,31,21,12,andrew williams,83
Yuri Berchiche,ESP,DF,34,30,22,"2,044",22.7,0,2,2,0,0,0,5,0,0.6,0.6,2.2,2.8,43,161,66,0.0,0.09,0.09,0.0,0.09,0.02,0.1,0.12,0.02,0.12,yuri berchiche,Defender,left,181.0,ES1,1500000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/61812-1709675167.png?lm=1,https://www.transfermarkt.co.uk/yuri-berchiche/profil/spieler/61812,yuri berchiche,Yuri Berchiche,Yuri Berchiche Izeta,2/10/1990,29,154.94,79.8,LB,Spain,77,77,7000000.0,23000.0,Left,2,3,3,Normal,14700000.0,,,,,76,56,72,70,59,70,77,55,68,74,78,77,76,72,73,78,85,82,77,77,85,69,49,48,59,75,76,78,80,yuri berchiche izeta,100
Nico Williams,ESP,AT,22,29,22,"1,996",22.2,5,5,10,5,0,0,1,0,4.2,4.2,3.5,7.7,118,69,254,0.23,0.23,0.45,0.23,0.45,0.19,0.16,0.35,0.19,0.35,nico williams,Attack,right,181.0,ES1,70000000.0,70000000.0,https://img.a.transfermarkt.technology/portrait/header/709187-1709676169.png?lm=1,https://www.transfermarkt.co.uk/nico-williams/profil/spieler/709187,nico williams,C. McWilliams,Camron McWilliams,6/13/2001,17,152.4,66.2,"RB,CM",England,51,65,60000.0,1000.0,Right,1,3,2,Lean,143000.0,,,,,40,24,42,49,38,51,40,39,44,37,72,70,66,51,74,40,60,51,45,26,46,50,43,35,29,42,44,54,50,camron mcwilliams,80
Unai Simón,ESP,GB,27,21,21,"1,890",21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unai simon,Goalkeeper,right,190.0,ES1,28000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/262396-1709674901.png?lm=1,https://www.transfermarkt.co.uk/unai-simon/profil/spieler/262396,unai simon,Unai Simón,Unai Simón Mendibil,6/11/1997,21,190.5,88.9,GK,Spain,73,84,5500000.0,9000.0,Right,1,3,1,Normal,12700000.0,,,,,16,14,18,29,17,12,20,14,21,16,46,48,32,66,47,17,60,45,73,13,27,26,14,31,24,48,11,18,12,unai simón mendibil,95
Yeray Álvarez,ESP,DF,29,21,20,"1,781",19.8,1,0,1,1,0,0,4,0,0.5,0.5,0.2,0.7,19,105,0,0.05,0.0,0.05,0.05,0.05,0.02,0.01,0.04,0.02,0.04,yeray alvarez,Defender,right,182.0,ES1,7500000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/255488-1709675129.png?lm=1,https://www.transfermarkt.co.uk/yeray-alvarez/profil/spieler/255488,yeray alvarez,R. Alvarez,Ricardo Abraham Álvarez Casanova,2/10/1999,20,175.26,68.9,"LM,LB",Chile,61,79,550000.0,1000.0,Left,1,3,3,Lean,1100000.0,,,,,54,52,50,61,43,64,37,30,60,63,69,69,68,51,75,54,61,67,65,44,45,18,56,49,48,51,47,51,50,ricardo abraham álvarez casanova,82
Óscar de Marcos,ESP,DF,35,26,17,"1,564",17.4,0,4,4,0,0,0,0,0,1.0,1.0,2.6,3.6,26,102,78,0.0,0.23,0.23,0.0,0.23,0.06,0.15,0.21,0.06,0.21,oscar de marcos,Defender,right,182.0,ES1,1500000.0,10000000.0,https://img.a.transfermarkt.technology/portrait/header/96718-1709675357.png?lm=1,https://www.transfermarkt.co.uk/oscar-de-marcos/profil/spieler/96718,oscar de marcos,De Marcos,Óscar de Marcos Arana,4/14/1989,29,182.88,79.8,"RB,RW",Spain,78,78,8000000.0,25000.0,Right,2,3,4,Lean,16800000.0,,,,,80,59,59,75,57,75,77,53,69,75,81,87,76,80,74,73,78,93,73,56,77,76,78,66,55,75,69,74,74,óscar de marcos arana,80
Mikel Vesga,ESP,MT,31,25,10,988,11.0,0,0,0,0,0,1,1,0,1.2,0.4,1.0,1.4,10,64,22,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.2,0.04,0.13,mikel vesga,Midfield,left,191.0,ES1,3000000.0,6000000.0,https://img.a.transfermarkt.technology/portrait/header/300168-1709675412.png?lm=1,https://www.transfermarkt.co.uk/mikel-vesga/profil/spieler/300168,mikel vesga,Maikel Mesa,Maikel Mesa Piñero,6/4/1991,27,187.96,78.9,"CAM,CM,RM,LM",Spain,71,72,2700000.0,8000.0,Right,1,3,3,Lean,4600000.0,,,,,62,68,66,72,59,73,63,56,68,72,70,71,71,66,68,70,66,71,73,68,65,64,68,71,56,66,59,65,64,maikel mesa piñero,82
Unai Núñez,ESP,DF,27,10,7,645,7.2,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.3,2,26,0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,unai nunez,Defender,right,186.0,ES1,3000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/338285-1620308088.jpg?lm=1,https://www.transfermarkt.co.uk/unai-nunez/profil/spieler/338285,unai nunez,Unai Núñez,Unai Núñez Gestoso,1/30/1997,22,185.42,81.2,CB,Spain,75,83,8500000.0,14000.0,Right,1,3,2,Normal,19600000.0,,,,,29,16,76,74,21,35,27,22,33,71,66,68,44,65,60,39,72,67,78,17,74,79,23,30,31,56,62,77,76,unai núñez gestoso,89
Ander Herrera,ESP,MT,34,8,2,273,3.0,0,0,0,0,0,1,2,0,1.7,0.9,0.1,1.1,2,16,5,0.0,0.0,0.0,0.0,0.0,0.57,0.04,0.61,0.31,0.35,ander herrera,Midfield,right,182.0,ES1,2000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/99343-1709675915.png?lm=1,https://www.transfermarkt.co.uk/ander-herrera/profil/spieler/99343,ander herrera,Ander Herrera,Ander Herrera Agüera,8/14/1989,29,182.88,69.9,"CM,CDM",Spain,81,81,17500000.0,140000.0,Right,3,4,3,Lean,33300000.0,,,,,75,71,60,82,65,77,80,65,78,82,75,68,78,84,78,75,61,87,67,69,88,87,75,78,78,82,81,83,79,ander herrera agüera,100
Sergi Cardona,ESP,DF,25,35,34,"2,945",32.7,1,7,8,1,0,0,11,0,2.4,2.4,5.8,8.2,52,77,198,0.03,0.21,0.24,0.03,0.24,0.07,0.18,0.25,0.07,0.25,sergi cardona,Defender,both,186.0,ES1,8000000.0,8000000.0,https://img.a.transfermarkt.technology/portrait/header/678406-1697540707.jpg?lm=1,https://www.transfermarkt.co.uk/sergi-cardona/profil/spieler/678406,sergi cardona,S. Córdova,Sergio Córdova,8/9/1997,21,187.96,87.1,ST,Venezuela,68,78,1500000.0,8000.0,Right,1,2,3,Normal,2900000.0,Venezuela,73.0,SUB,21.0,37,67,56,59,64,71,63,40,50,64,76,78,66,62,65,71,54,53,78,64,42,18,65,61,62,58,20,19,17,sergio córdova,85
Alex Baena,ESP,"MT,AT",23,32,30,"2,595",28.8,7,9,16,7,0,1,9,0,7.1,6.3,11.7,18.1,91,189,154,0.24,0.31,0.55,0.24,0.55,0.25,0.41,0.65,0.22,0.63,alex baena,Attack,right,174.0,ES1,50000000.0,50000000.0,https://img.a.transfermarkt.technology/portrait/header/548111-1714487266.jpg?lm=1,https://www.transfermarkt.co.uk/alex-baena/profil/spieler/548111,alex baena,Alexo Baia,Alessandro Baia Marques,2/29/1988,31,175.26,71.2,"RB,RW",Brazil,76,76,5500000.0,25000.0,Right,1,3,3,Normal,10500000.0,,,,,72,51,66,77,39,77,51,52,74,71,74,77,81,75,72,34,65,80,61,51,81,71,55,56,66,73,77,76,77,alessandro baia marques,80
Santi Comesaña,ESP,MT,27,35,30,"2,560",28.4,4,2,6,4,0,0,7,0,4.6,4.6,2.0,6.6,39,154,58,0.14,0.07,0.21,0.14,0.21,0.16,0.07,0.23,0.16,0.23,santi comesana,Midfield,both,188.0,ES1,8000000.0,8000000.0,https://img.a.transfermarkt.technology/portrait/header/380598-1726231263.jpg?lm=1,https://www.transfermarkt.co.uk/santi-comesana/profil/spieler/380598,santi comesana,Santi Comesaña,Santiago Comesaña Veiga,10/5/1996,22,182.88,73.0,"CM,CDM",Spain,72,78,4200000.0,11000.0,Right,1,3,3,Lean,10200000.0,,,,,49,64,66,76,49,64,48,47,66,74,62,59,55,73,50,65,58,74,73,75,59,71,60,70,39,67,77,74,62,santiago comesaña veiga,96
Kiko Femenía,ESP,DF,33,28,27,"2,227",24.7,0,1,1,0,0,0,7,0,0.4,0.4,1.3,1.7,52,112,44,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.07,0.01,0.07,kiko femenia,Defender,right,174.0,ES1,1200000.0,6000000.0,https://img.a.transfermarkt.technology/portrait/header/76467-1726231817.jpg?lm=1,https://www.transfermarkt.co.uk/kiko-femenia/profil/spieler/76467,kiko femenia,Kiko Femenía,Francisco Femenía Far,2/2/1991,28,175.26,60.8,"RB,RWB,RM",Spain,76,76,6500000.0,44000.0,Right,1,3,3,Normal,12400000.0,,,,,78,55,52,77,54,81,65,55,54,78,77,79,82,70,85,56,69,77,65,65,70,74,69,69,60,68,72,78,77,francisco femenía far,96
Pape Gueye,SEN,MT,25,34,26,"2,224",24.7,4,0,4,4,0,0,6,2,3.4,3.4,1.1,4.5,36,156,69,0.16,0.0,0.16,0.16,0.16,0.14,0.04,0.18,0.14,0.18,pape gueye,Midfield,left,189.0,ES1,10000000.0,12000000.0,https://img.a.transfermarkt.technology/portrait/header/485963-1604255792.jpg?lm=1,https://www.transfermarkt.co.uk/pape-gueye/profil/spieler/485963,pape gueye,P. Gueye,Pape Gueye,1/24/1999,20,187.96,64.9,CDM,France,56,71,180000.0,1000.0,Left,1,3,2,Lean,428000.0,,,,,40,30,51,60,42,52,35,34,49,55,60,61,40,54,47,57,50,56,58,33,57,50,39,55,39,52,54,58,53,pape gueye,100
Ayoze Pérez,ESP,AT,31,30,22,"1,970",21.9,19,2,21,19,0,0,4,0,12.7,12.7,3.0,15.7,59,73,124,0.87,0.09,0.96,0.87,0.96,0.58,0.13,0.71,0.58,0.71,ayoze perez,Attack,right,178.0,ES1,10000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/246968-1716803546.jpg?lm=1,https://www.transfermarkt.co.uk/ayoze-perez/profil/spieler/246968,ayoze perez,Ayoze Pérez,Ayoze Pérez Gutiérrez,7/29/1993,25,152.4,72.1,"CF,CAM",Spain,76,81,10500000.0,42000.0,Right,1,4,4,Lean,20700000.0,,,,,48,78,66,71,77,82,79,60,51,78,77,75,83,76,78,66,71,77,53,64,70,35,80,71,73,73,45,42,28,ayoze pérez gutiérrez,95
Juan Foyth,ARG,DF,26,19,17,"1,517",16.9,1,0,1,1,0,0,4,0,2.4,2.4,0.3,2.8,13,65,11,0.06,0.0,0.06,0.06,0.06,0.14,0.02,0.16,0.14,0.16,juan foyth,Defender,right,187.0,ES1,10000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/480763-1662668281.jpg?lm=1,https://www.transfermarkt.co.uk/juan-foyth/profil/spieler/480763,juan foyth,J. Foyth,Juan Marcos Foyth,1/12/1998,21,187.96,68.9,CB,Argentina,73,85,6500000.0,37000.0,Right,1,3,3,Lean,13300000.0,,,,,41,43,74,73,43,66,41,47,49,73,71,71,72,73,72,56,72,65,71,39,61,72,46,52,47,57,70,75,72,juan marcos foyth,82
Raúl Albiol,ESP,DF,38,15,14,"1,188",13.2,0,0,0,0,0,0,5,0,0.1,0.1,0.0,0.1,3,34,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,raul albiol,Defender,right,190.0,ES1,1300000.0,18000000.0,https://img.a.transfermarkt.technology/portrait/header/15452-1664974689.jpg?lm=1,https://www.transfermarkt.co.uk/raul-albiol/profil/spieler/15452,raul albiol,Raúl Albiol,Raúl Albiol Tortajada,9/4/1985,33,190.5,82.1,CB,Spain,84,84,18000000.0,88000.0,Right,3,3,2,Lean,30600000.0,,,,,38,27,77,74,31,59,53,45,72,71,54,53,53,82,56,65,77,55,82,53,81,86,30,57,37,75,89,87,85,raúl albiol tortajada,95
Eric Bailly,CIV,DF,30,12,8,617,6.9,0,0,0,0,0,0,2,1,0.3,0.3,0.0,0.3,1,18,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,eric bailly,Defender,right,187.0,ES1,2500000.0,35000000.0,https://img.a.transfermarkt.technology/portrait/header/286384-1696075364.png?lm=1,https://www.transfermarkt.co.uk/eric-bailly/profil/spieler/286384,eric bailly,E. Bailly,Eric Bailly,4/12/1994,24,185.42,77.1,CB,Ivory Coast,81,85,19500000.0,105000.0,Right,2,3,2,Normal,38500000.0,Côte d'Ivoire,75.0,SUB,2.0,51,33,79,70,42,62,46,43,56,64,75,81,67,74,62,55,85,71,86,48,87,81,47,54,46,71,79,81,83,eric bailly,100
Denis Suárez,ESP,MT,30,21,7,608,6.8,1,1,2,1,0,0,0,0,0.9,0.9,1.5,2.4,27,35,24,0.15,0.15,0.3,0.15,0.3,0.14,0.22,0.36,0.14,0.36,denis suarez,Midfield,right,176.0,ES1,1300000.0,18000000.0,https://img.a.transfermarkt.technology/portrait/header/165007-1687272769.jpg?lm=1,https://www.transfermarkt.co.uk/denis-suarez/profil/spieler/165007,denis suarez,Denis Suárez,Denis Suárez Fernández,1/6/1994,25,175.26,68.9,"CM,LW,RW",Spain,79,83,16000000.0,120000.0,Right,2,3,3,Lean,,,,,,77,72,44,82,68,84,82,70,78,84,77,77,82,82,76,75,58,72,57,73,47,62,76,81,63,70,69,59,42,denis suárez fernández,96
Gerard Moreno,ESP,AT,32,17,6,721,8.0,3,2,5,0,3,3,0,0,4.2,1.8,3.6,5.5,19,53,60,0.37,0.25,0.62,0.0,0.25,0.53,0.45,0.98,0.23,0.69,gerard moreno,Attack,left,180.0,ES1,5000000.0,40000000.0,https://img.a.transfermarkt.technology/portrait/header/177467-1726231623.jpg?lm=1,https://www.transfermarkt.co.uk/gerard-moreno/profil/spieler/177467,gerard moreno,Gerard Moreno,Gerard Moreno Balagueró,4/7/1992,26,154.94,77.1,ST,Spain,81,83,22000000.0,45000.0,Left,1,4,4,Lean,47900000.0,,,,,61,78,80,75,79,78,69,56,56,80,76,79,70,81,69,80,73,77,74,77,55,40,83,58,75,72,43,41,41,gerard moreno balagueró,100
Tajon Buchanan,CAN,MT,25,13,4,416,4.6,1,2,3,1,0,0,2,0,0.9,0.9,0.5,1.4,19,5,45,0.22,0.43,0.65,0.22,0.65,0.19,0.12,0.31,0.19,0.31,tajon buchanan,Attack,right,183.0,ES1,6000000.0,12000000.0,https://img.a.transfermarkt.technology/portrait/header/638793-1673727337.jpg?lm=1,https://www.transfermarkt.co.uk/tajon-buchanan/profil/spieler/638793,tajon buchanan,T. Buchanan,Tajon Buchanan,2/8/1999,20,182.88,68.9,ST,Canada,57,72,220000.0,1000.0,Right,1,3,2,Lean,468000.0,,,,,33,57,61,46,42,55,35,25,29,55,78,76,73,51,65,55,75,60,55,50,56,20,53,40,55,55,20,15,15,tajon buchanan,100
Diego Llorente,ESP,DF,30,30,29,"2,519",28.0,2,0,2,2,0,0,4,0,1.5,1.5,0.3,1.8,7,81,3,0.07,0.0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,diego llorente,Defender,right,186.0,ES1,6000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/246291-1675246130.jpg?lm=1,https://www.transfermarkt.co.uk/diego-llorente/profil/spieler/246291,diego llorente,Diego Llorente,Diego Javier Llorente Ríos,8/16/1993,25,185.42,74.8,CB,Spain,77,83,10500000.0,22000.0,Right,1,3,2,Lean,24200000.0,,,,,55,39,76,76,31,58,30,35,72,73,65,63,65,76,64,45,79,72,72,37,75,80,43,51,53,69,76,77,78,diego javier llorente ríos,100
Diego Llorente,ESP,DF,30,30,29,"2,519",28.0,2,0,2,2,0,0,4,0,1.5,1.5,0.3,1.8,7,81,3,0.07,0.0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,diego llorente,Attack,right,180.0,PO1,100000.0,100000.0,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/diego-llorente/profil/spieler/710131,diego llorente,Diego Llorente,Diego Javier Llorente Ríos,8/16/1993,25,185.42,74.8,CB,Spain,77,83,10500000.0,22000.0,Right,1,3,2,Lean,24200000.0,,,,,55,39,76,76,31,58,30,35,72,73,65,63,65,76,64,45,79,72,72,37,75,80,43,51,53,69,76,77,78,diego javier llorente ríos,100
Natan,BRA,DF,23,31,23,"2,175",24.2,1,1,2,1,0,0,5,1,0.3,0.3,0.6,1.0,12,52,6,0.04,0.04,0.08,0.04,0.08,0.01,0.03,0.04,0.01,0.04,natan,Defender,left,188.0,ES1,9000000.0,13000000.0,https://img.a.transfermarkt.technology/portrait/header/735568-1708553167.jpg?lm=1,https://www.transfermarkt.co.uk/natan/profil/spieler/735568,natan,Nathan,Nathan Raphael Pelae Cardoso,5/13/1995,23,187.96,78.0,CB,Brazil,66,73,775000.0,4000.0,Right,1,2,2,Lean,1300000.0,,,,,43,39,65,60,39,51,41,39,62,58,76,73,74,59,72,64,82,63,69,42,69,66,47,39,47,47,55,68,64,nathan raphael pelae cardoso,91
Romain Perraud,FRA,DF,26,28,22,"2,002",22.2,2,2,4,2,0,0,8,1,0.6,0.6,1.6,2.1,51,62,106,0.09,0.09,0.18,0.09,0.18,0.02,0.07,0.1,0.02,0.1,romain perraud,Defender,left,173.0,ES1,5000000.0,12000000.0,https://img.a.transfermarkt.technology/portrait/header/318523-1582538263.jpg?lm=1,https://www.transfermarkt.co.uk/romain-perraud/profil/spieler/318523,romain perraud,R. Perraud,Romain Perraud,9/22/1997,21,172.72,68.0,"LB,LM",France,67,79,1200000.0,7000.0,Left,1,3,3,Normal,,,,,,71,59,60,72,58,70,69,62,68,69,70,69,75,62,82,74,59,65,59,65,67,60,60,60,59,63,61,68,67,romain perraud,100
Pablo Fornals,ESP,"MT,AT",28,26,22,"1,827",20.3,2,0,2,2,0,0,2,0,1.8,1.8,3.3,5.1,32,146,85,0.1,0.0,0.1,0.1,0.1,0.09,0.16,0.25,0.09,0.25,pablo fornals,Midfield,right,178.0,ES1,6000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/357885-1714124764.jpg?lm=1,https://www.transfermarkt.co.uk/pablo-fornals/profil/spieler/357885,pablo fornals,Pablo Fornals,Pablo Fornals Malla,2/22/1996,23,152.4,67.1,"CAM,LM,RM,CM",Spain,81,87,24500000.0,36000.0,Right,1,3,4,Normal,56400000.0,,,,,74,77,50,84,72,81,65,63,81,82,71,66,77,76,76,77,59,77,67,81,69,74,77,86,55,71,72,74,73,pablo fornals malla,100
Youssouf Sabaly,SEN,DF,31,22,20,"1,581",17.6,0,1,1,0,0,0,1,0,0.2,0.2,0.8,1.0,25,62,63,0.0,0.06,0.06,0.0,0.06,0.01,0.05,0.06,0.01,0.06,youssouf sabaly,Defender,right,173.0,ES1,2000000.0,10000000.0,https://img.a.transfermarkt.technology/portrait/header/135492-1532700291.jpg?lm=1,https://www.transfermarkt.co.uk/youssouf-sabaly/profil/spieler/135492,youssouf sabaly,Y. Sabaly,Youssouf Sabaly,3/5/1993,26,172.72,67.1,"RB,LB",Senegal,76,79,8000000.0,33000.0,Right,2,4,3,Normal,16600000.0,,,,,75,33,55,76,37,74,59,38,59,74,73,76,78,76,82,43,64,77,67,34,67,77,72,45,43,70,73,80,76,youssouf sabaly,100
Adrián,ESP,GB,37,19,19,"1,710",19.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adrian,Goalkeeper,right,190.0,ES1,500000.0,9000000.0,https://img.a.transfermarkt.technology/portrait/header/71271-1687166366.jpg?lm=1,https://www.transfermarkt.co.uk/adrian/profil/spieler/71271,adrian,Adriano,Adriano Correia Claro,10/26/1984,34,172.72,74.8,"LB,RB",Brazil,78,78,4000000.0,45000.0,Left,2,5,4,Normal,7600000.0,,,,,81,59,63,79,53,81,84,69,77,82,77,73,77,79,76,87,75,74,67,87,75,78,77,69,59,81,78,79,78,adriano correia claro,92
