Player,Nation,Position,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals Made,Penalty Attempts,Yellow Cards,Red Cards,xG,npxG,xAG,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Receives,Goals Per 90,Assists Per 90,Goals + Assists Per 90,Non-Penalty Goals Per 90,Non-Penalty Goals + Assists Per 90,xG Per 90,xAG Per 90,xG + xAG Per 90,npxG Per 90,npxG + xAG Per 90,name_clean,position,foot,height_in_cm,current_club_domestic_competition_id,market_value_in_eur,highest_market_value_in_eur,image_url,url,match_name,fifa_name,fifa_full_name,fifa_birth_date,fifa_age,fifa_height_cm,fifa_weight_kgs,fifa_positions,fifa_nationality,fifa_overall_rating,fifa_potential,fifa_value_euro,fifa_wage_euro,fifa_preferred_foot,fifa_international_reputation(1-5),fifa_weak_foot(1-5),fifa_skill_moves(1-5),fifa_body_type,fifa_release_clause_euro,fifa_national_team,fifa_national_rating,fifa_national_team_position,fifa_national_jersey_number,fifa_crossing,fifa_finishing,fifa_heading_accuracy,fifa_short_passing,fifa_volleys,fifa_dribbling,fifa_curve,fifa_freekick_accuracy,fifa_long_passing,fifa_ball_control,fifa_acceleration,fifa_sprint_speed,fifa_agility,fifa_reactions,fifa_balance,fifa_shot_power,fifa_jumping,fifa_stamina,fifa_strength,fifa_long_shots,fifa_aggression,fifa_interceptions,fifa_positioning,fifa_vision,fifa_penalties,fifa_composure,fifa_marking,fifa_standing_tackle,fifa_sliding_tackle,fifa_match_fullname,fuzzy_match_score
Lorenzo Pellegrini,ITA,MT,28,25,20,"1,626",18.1,2,1,3,1,1,1,4,0,4.7,3.9,2.5,6.4,27,61,82,0.11,0.06,0.17,0.06,0.11,0.26,0.14,0.4,0.22,0.35,lorenzo pellegrini,Midfield,right,186.0,IT1,14000000.0,45000000.0,https://img.a.transfermarkt.technology/portrait/header/286297-1692962972.jpg?lm=1,https://www.transfermarkt.co.uk/lorenzo-pellegrini/profil/spieler/286297,lorenzo pellegrini,L. Pellegrini,Lorenzo Pellegrini,6/19/1996,22,185.42,77.1,"CM,CAM,CDM",Italy,79,87,18500000.0,57000.0,Right,2,3,3,Normal,35200000.0,Italy,83.0,SUB,7.0,74,60,71,84,69,77,70,58,80,80,77,74,68,73,69,76,67,76,69,72,71,70,74,79,53,79,70,74,72,lorenzo pellegrini,100
Leandro Paredes,ARG,MT,30,22,15,"1,373",15.3,3,1,4,1,2,2,4,0,2.3,0.7,1.5,2.2,17,106,14,0.2,0.07,0.26,0.07,0.13,0.15,0.1,0.25,0.05,0.15,leandro paredes,Midfield,right,180.0,IT1,5000000.0,40000000.0,https://img.a.transfermarkt.technology/portrait/header/166237-1692881087.jpg?lm=1,https://www.transfermarkt.co.uk/leandro-paredes/profil/spieler/166237,leandro paredes,L. Paredes,Leandro Paredes,6/29/1994,24,154.94,74.8,"CM,CDM",Argentina,80,85,19500000.0,72000.0,Right,2,4,4,Normal,37500000.0,Argentina,82.0,CM,5.0,76,55,60,84,73,78,79,78,82,82,75,69,77,74,77,82,61,79,69,80,79,72,74,82,57,74,73,75,72,leandro paredes,100
Mats Hummels,GER,DF,35,14,11,915,10.2,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.5,4,26,1,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05,mats hummels,Defender,right,191.0,IT1,2500000.0,60000000.0,https://img.a.transfermarkt.technology/portrait/header/39728-1709560545.jpg?lm=1,https://www.transfermarkt.co.uk/mats-hummels/profil/spieler/39728,mats hummels,M. Hummels,Mats  Hummels,12/16/1988,30,190.5,92.1,CB,Germany,88,88,46000000.0,160000.0,Right,4,3,3,Normal,75900000.0,Germany,85.0,LCB,5.0,64,55,87,81,60,68,65,53,85,81,53,62,63,87,60,71,68,66,84,51,69,92,56,79,68,91,88,90,88,mats  hummels,100
Enzo Le Fée,FRA,MT,24,6,4,318,3.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,15,28,3,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.1,0.06,0.1,enzo le fee,Midfield,right,173.0,FR1,18000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/633992-1623749409.jpg?lm=1,https://www.transfermarkt.co.uk/enzo-le-fee/profil/spieler/633992,enzo le fee,E. Le Fée,Enzo Le Fée,2/3/2000,19,170.18,58.1,CM,France,56,73,180000.0,1000.0,Right,1,3,2,Lean,428000.0,,,,,48,38,42,66,42,54,54,42,62,61,62,64,57,50,88,52,58,42,32,39,43,37,45,54,51,58,43,51,47,enzo le fée,95
Mario Hermoso,ESP,DF,29,8,2,251,2.8,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,3,14,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,mario hermoso,Defender,left,184.0,L1,10000000.0,35000000.0,https://img.a.transfermarkt.technology/portrait/header/281769-1666818938.jpg?lm=1,https://www.transfermarkt.co.uk/mario-hermoso/profil/spieler/281769,mario hermoso,Mario Hermoso,Mario Hermoso Canseco,6/18/1995,23,182.88,73.9,"CB,LB",Spain,77,85,11500000.0,22000.0,Left,1,4,2,Lean,26500000.0,,,,,71,29,72,70,37,61,65,55,73,72,78,88,78,76,71,61,86,77,77,32,76,77,64,52,45,68,72,80,78,mario hermoso canseco,100
Saud Abdulhamid,KSA,DF,25,4,2,205,2.3,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,6,9,26,0.0,0.44,0.44,0.0,0.44,0.01,0.08,0.09,0.01,0.09,saud abdulhamid,Defender,right,175.0,IT1,4000000.0,4000000.0,https://img.a.transfermarkt.technology/portrait/header/631927-1730124451.jpg?lm=1,https://www.transfermarkt.co.uk/saud-abdulhamid/profil/spieler/631927,saud abdulhamid,S. Abdulhamid,Saud Abdulhamid,7/18/1999,19,165.1,59.9,RB,Saudi Arabia,56,68,130000.0,2000.0,Right,1,3,2,Lean,247000.0,,,,,54,38,50,40,36,58,28,44,43,46,72,68,58,52,84,35,57,59,44,34,50,50,51,44,44,48,52,59,56,saud abdulhamid,100
Victor Nelsson,DEN,DF,25,4,1,187,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,victor nelsson,Defender,right,185.0,IT1,14000000.0,19000000.0,https://img.a.transfermarkt.technology/portrait/header/422951-1739281438.jpg?lm=1,https://www.transfermarkt.co.uk/victor-nelsson/profil/spieler/422951,victor nelsson,V. Nelsson,Victor Nelsson,10/14/1998,20,185.42,78.0,"CB,CM",Denmark,71,82,3500000.0,4000.0,Right,1,3,2,Normal,5000000.0,,,,,49,33,68,68,36,56,41,35,66,64,64,66,58,63,68,52,70,75,80,41,65,67,38,62,37,68,72,72,67,victor nelsson,100
Tammy Abraham,ENG,AT,26,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tammy abraham,Attack,right,194.0,IT1,15000000.0,50000000.0,https://img.a.transfermarkt.technology/portrait/header/331726-1725531680.jpg?lm=1,https://www.transfermarkt.co.uk/tammy-abraham/profil/spieler/331726,tammy abraham,T. Abraham,Tammy Abraham,10/2/1997,21,190.5,79.8,ST,England,75,85,11000000.0,64000.0,Right,1,3,3,Lean,,,,,,47,78,76,64,62,68,50,42,41,73,71,81,65,74,56,75,69,66,79,64,41,22,77,61,72,73,35,23,15,tammy abraham,100
Dodô,BRA,DF,25,35,35,"3,115",34.6,0,5,5,0,0,0,8,0,1.4,1.4,4.2,5.6,143,128,193,0.0,0.14,0.14,0.0,0.14,0.04,0.12,0.16,0.04,0.16,dodo,Defender,right,166.0,IT1,22000000.0,22000000.0,https://img.a.transfermarkt.technology/portrait/header/401529-1663591985.jpg?lm=1,https://www.transfermarkt.co.uk/dodo/profil/spieler/401529,dodo,Dodô,Domilson Cordeiro dos Santos,11/17/1998,20,165.1,68.0,RB,Brazil,70,81,2600000.0,2000.0,Right,1,3,3,Lean,5900000.0,,,,,66,59,50,68,45,72,42,52,59,71,91,89,90,73,90,58,83,69,60,49,55,65,58,42,50,67,65,69,64,domilson cordeiro dos santos,86
Luca Ranieri,ITA,DF,25,36,35,"3,071",34.1,1,3,4,1,0,0,7,0,1.1,1.1,1.7,2.7,25,80,11,0.03,0.09,0.12,0.03,0.12,0.03,0.05,0.08,0.03,0.08,luca ranieri,Defender,left,187.0,IT1,12000000.0,12000000.0,https://img.a.transfermarkt.technology/portrait/header/346561-1692962464.jpg?lm=1,https://www.transfermarkt.co.uk/luca-ranieri/profil/spieler/346561,luca ranieri,L. Ranieri,Luca Ranieri,4/23/1999,19,185.42,73.9,"CB,LB",Italy,60,76,400000.0,3000.0,Left,1,3,2,Normal,,,,,,49,31,56,38,35,68,38,41,36,47,58,64,59,57,73,33,61,54,48,34,61,60,50,39,44,41,59,71,66,luca ranieri,100
Moise Kean,ITA,AT,24,32,31,"2,704",30.0,19,3,22,18,1,2,6,0,19.4,17.9,1.9,19.7,42,26,143,0.63,0.1,0.73,0.6,0.7,0.65,0.06,0.71,0.59,0.66,moise kean,Attack,right,183.0,IT1,40000000.0,40000000.0,https://img.a.transfermarkt.technology/portrait/header/364135-1725532147.jpg?lm=1,https://www.transfermarkt.co.uk/moise-kean/profil/spieler/364135,moise kean,M. Kean,Moise Kean,2/28/2000,19,182.88,78.9,ST,Italy,72,87,6500000.0,32000.0,Right,1,3,3,Lean,14800000.0,,,,,42,75,65,59,64,73,62,43,38,74,75,79,75,68,69,71,68,69,73,58,45,21,72,51,65,68,27,28,16,moise kean,100
Robin Gosens,GER,DF,30,32,29,"2,521",28.0,5,5,10,5,0,0,6,0,1.8,1.8,2.4,4.1,31,102,91,0.18,0.18,0.36,0.18,0.36,0.06,0.08,0.15,0.06,0.15,robin gosens,Defender,left,183.0,IT1,8000000.0,35000000.0,https://img.a.transfermarkt.technology/portrait/header/273132-1686641124.jpg?lm=1,https://www.transfermarkt.co.uk/robin-gosens/profil/spieler/273132,robin gosens,R. Gosens,Robin Gosens,7/5/1994,24,182.88,76.2,"LM,LB",Germany,73,78,5500000.0,18000.0,Left,1,3,3,Normal,9800000.0,,,,,75,62,57,73,60,77,70,58,70,75,76,74,68,70,66,72,91,78,65,66,68,64,63,64,50,60,74,72,70,robin gosens,100
Danilo Cataldi,ITA,MT,29,25,23,"1,728",19.2,3,0,3,3,0,0,1,0,1.1,1.1,0.8,1.9,18,90,16,0.16,0.0,0.16,0.16,0.16,0.06,0.04,0.1,0.06,0.1,danilo cataldi,Midfield,right,180.0,IT1,4000000.0,10000000.0,https://img.a.transfermarkt.technology/portrait/header/199733-1661513736.jpg?lm=1,https://www.transfermarkt.co.uk/danilo-cataldi/profil/spieler/199733,danilo cataldi,D. Cataldi,Danilo Cataldi,8/6/1994,24,154.94,69.9,"CM,CDM",Italy,75,79,8500000.0,35000.0,Right,2,3,3,Lean,15100000.0,,,,,70,66,60,79,65,72,67,70,76,77,74,69,73,70,75,75,55,68,65,75,74,71,67,73,52,68,67,69,68,danilo cataldi,100
Rolando Mandragora,ITA,MT,27,29,22,"1,931",21.5,4,3,7,3,1,1,7,0,2.7,1.9,4.8,6.6,11,92,34,0.19,0.14,0.33,0.14,0.28,0.12,0.22,0.35,0.09,0.31,rolando mandragora,Midfield,left,183.0,IT1,10000000.0,15000000.0,https://img.a.transfermarkt.technology/portrait/header/308279-1663591807.jpg?lm=1,https://www.transfermarkt.co.uk/rolando-mandragora/profil/spieler/308279,rolando mandragora,R. Mandragora,Rolando Mandragora,6/29/1997,21,182.88,76.2,"CM,CDM",Italy,75,85,10500000.0,18000.0,Left,1,3,3,Lean,20000000.0,,,,,65,59,65,77,55,76,66,57,74,75,54,67,73,74,74,66,68,76,77,65,67,74,62,75,52,69,77,75,69,rolando mandragora,100
Yacine Adli,FRA,MT,24,26,15,"1,234",13.7,4,6,10,4,0,0,3,1,1.0,1.0,2.4,3.4,24,103,30,0.29,0.44,0.73,0.29,0.73,0.08,0.17,0.25,0.08,0.25,yacine adli,Midfield,right,186.0,IT1,15000000.0,15000000.0,https://img.a.transfermarkt.technology/portrait/header/395236-1725531271.jpg?lm=1,https://www.transfermarkt.co.uk/yacine-adli/profil/spieler/395236,yacine adli,Y. Adli,Yacine Adli,7/29/2000,18,185.42,73.0,"CM,CAM",France,65,84,1100000.0,5000.0,Right,1,3,3,Lean,2800000.0,,,,,62,46,60,67,50,74,60,50,65,72,62,61,65,56,57,67,59,59,63,53,53,51,59,70,55,65,59,57,55,yacine adli,100
Marin Pongračić,CRO,DF,26,20,14,"1,367",15.2,0,0,0,0,0,0,3,1,0.2,0.2,0.2,0.4,7,34,5,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,marin pongračić,Defender,right,193.0,IT1,10000000.0,10000000.0,https://img.a.transfermarkt.technology/portrait/header/282144-1657202331.jpg?lm=1,https://www.transfermarkt.co.uk/marin-pongracic/profil/spieler/282144,marin pongračić,M. Pongračić,Marin Pongračić,9/11/1997,21,187.96,84.8,CB,Croatia,72,83,4700000.0,16000.0,Right,1,3,2,Normal,8000000.0,,,,,27,18,70,65,20,62,28,25,63,66,55,69,65,66,46,40,75,68,84,22,75,70,28,59,30,63,65,75,67,marin pongračić,100
Pablo Marí,ESP,DF,30,13,12,"1,098",12.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,27,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,pablo mari,Defender,left,193.0,IT1,3500000.0,7000000.0,https://img.a.transfermarkt.technology/portrait/header/210178-1739282325.jpg?lm=1,https://www.transfermarkt.co.uk/pablo-mari/profil/spieler/210178,pablo mari,Pablo Marí,Pablo Marí Villar,8/31/1993,25,190.5,87.1,CB,Spain,72,78,3600000.0,51000.0,Left,1,3,2,Lean,,,,,,32,38,73,66,28,41,27,30,63,62,54,50,51,70,37,53,64,66,85,40,59,71,34,37,31,62,72,74,66,pablo marí villar,95
Amir Richardson,MAR,MT,22,27,10,"1,099",12.2,1,1,2,1,0,0,6,0,0.9,0.9,0.6,1.5,19,47,31,0.08,0.08,0.16,0.08,0.16,0.07,0.05,0.12,0.07,0.12,amir richardson,Midfield,left,197.0,IT1,9000000.0,9000000.0,https://img.a.transfermarkt.technology/portrait/header/893675-1725529481.jpg?lm=1,https://www.transfermarkt.co.uk/amir-richardson/profil/spieler/893675,amir richardson,I. Richards,Isaac Richards,4/9/1999,19,190.5,79.8,GK,Australia,51,66,70000.0,1000.0,Left,1,2,1,Lean,131000.0,,,,,11,5,12,36,5,13,11,12,18,17,24,32,31,35,25,17,32,26,62,7,20,10,5,31,16,33,6,11,13,isaac richards,80
Cristiano Biraghi,ITA,DF,31,8,5,433,4.8,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,3,15,17,0.21,0.0,0.21,0.21,0.21,0.03,0.06,0.1,0.03,0.1,cristiano biraghi,Defender,left,185.0,IT1,2000000.0,12000000.0,https://img.a.transfermarkt.technology/portrait/header/124555-1724827712.jpg?lm=1,https://www.transfermarkt.co.uk/cristiano-biraghi/profil/spieler/124555,cristiano biraghi,C. Biraghi,Cristiano Biraghi,9/1/1992,26,185.42,78.0,"LB,LM",Italy,76,78,7500000.0,42000.0,Left,1,3,3,Normal,13300000.0,Italy,83.0,LB,4.0,78,40,65,72,46,71,68,50,69,71,77,78,73,74,72,79,70,77,69,65,74,75,58,56,64,70,75,77,73,cristiano biraghi,100
Lucas Martínez Quarta,ARG,DF,28,8,4,351,3.9,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,3,14,2,0.26,0.0,0.26,0.26,0.26,0.19,0.01,0.19,0.19,0.19,lucas martinez quarta,Defender,right,183.0,IT1,15000000.0,15000000.0,https://img.a.transfermarkt.technology/portrait/header/373373-1663591880.jpg?lm=1,https://www.transfermarkt.co.uk/lucas-martinez-quarta/profil/spieler/373373,lucas martinez quarta,L. Martínez Quarta,Lucas Martínez Quarta,5/10/1996,22,182.88,78.0,CB,Argentina,74,83,7500000.0,16000.0,Right,1,3,3,Lean,12000000.0,,,,,59,49,77,71,49,65,46,43,74,69,73,74,68,71,66,63,78,69,75,51,72,70,59,61,54,74,72,72,72,lucas martínez quarta,98
Nicolò Zaniolo,ITA,AT,25,9,4,343,3.8,0,0,0,0,0,0,2,1,0.7,0.6,0.2,0.9,8,5,20,0.0,0.0,0.0,0.0,0.0,0.16,0.06,0.22,0.15,0.21,nicolo zaniolo,Midfield,left,190.0,IT1,16000000.0,55000000.0,https://img.a.transfermarkt.technology/portrait/header/392085-1713472570.jpg?lm=1,https://www.transfermarkt.co.uk/nicolo-zaniolo/profil/spieler/392085,nicolo zaniolo,N. Zaniolo,Nicolò Zaniolo,7/2/1999,19,190.5,78.9,"CAM,CM,RW",Italy,70,87,3700000.0,14000.0,Left,1,3,3,Normal,8500000.0,,,,,45,62,59,71,39,70,59,51,68,74,69,65,53,67,65,62,46,74,68,64,74,44,70,70,49,62,56,50,40,nicolò zaniolo,96
Pietro Terracciano,ITA,GB,34,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pietro terracciano,Goalkeeper,right,193.0,IT1,1500000.0,2500000.0,https://img.a.transfermarkt.technology/portrait/header/96254-1595853091.jpg?lm=1,https://www.transfermarkt.co.uk/pietro-terracciano/profil/spieler/96254,pietro terracciano,P. Terracciano,Pietro Terracciano,3/8/1990,29,193.04,78.0,GK,Italy,71,72,1900000.0,8000.0,Right,1,2,1,Lean,,,,,,13,11,15,27,16,15,12,12,21,22,40,42,41,68,45,17,55,33,60,11,19,16,12,42,22,63,20,11,19,pietro terracciano,100
Sofyan Amrabat,MAR,MT,27,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,sofyan amrabat,Midfield,right,185.0,TR1,20000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/287579-1728392547.jpg?lm=1,https://www.transfermarkt.co.uk/sofyan-amrabat/profil/spieler/287579,sofyan amrabat,S. Amrabat,Sofyan Amrabat,8/21/1996,22,182.88,77.1,"CM,RB,CB",Morocco,73,79,5500000.0,13000.0,Right,1,3,3,Normal,8800000.0,,,,,70,49,65,77,58,75,65,53,76,75,68,72,70,66,75,76,74,80,77,57,77,70,60,70,50,71,66,69,64,sofyan amrabat,100
Antonín Barák,CZE,MT,29,1,1,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,2,2,5,0.0,0.0,0.0,0.0,0.0,0.13,0.47,0.6,0.13,0.6,antonin barak,Midfield,left,190.0,TR1,3000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/272261-1727699332.jpg?lm=1,https://www.transfermarkt.co.uk/antonin-barak/profil/spieler/272261,antonin barak,A. Barák,Antonín Barák,12/3/1994,24,190.5,86.2,"CM,CAM",Czech Republic,77,84,12500000.0,24000.0,Left,1,3,4,Lean,23800000.0,,,,,72,68,60,80,64,78,62,66,78,80,66,68,63,72,63,81,58,77,78,78,58,64,74,76,66,76,25,66,62,antonín barák,92
Alessandro Bianco,ITA,MT,21,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alessandro bianco,Midfield,right,173.0,IT1,5000000.0,5000000.0,https://img.a.transfermarkt.technology/portrait/header/602124-1725528350.jpg?lm=1,https://www.transfermarkt.co.uk/alessandro-bianco/profil/spieler/602124,alessandro bianco,A. Bruno,Alessandro Bruno,7/4/1983,35,154.94,69.9,"CM,CDM",Italy,64,64,220000.0,1000.0,Right,1,3,2,Normal,341000.0,,,,,56,39,56,63,44,58,52,49,66,66,54,32,60,68,72,58,43,70,72,57,63,65,51,65,51,68,66,61,56,alessandro bruno,85
Mattéo Guendouzi,FRA,MT,25,37,37,"3,270",36.3,1,3,4,1,0,0,7,0,1.4,1.4,3.2,4.6,89,316,64,0.03,0.08,0.11,0.03,0.11,0.04,0.09,0.13,0.04,0.13,matteo guendouzi,Midfield,right,185.0,IT1,32000000.0,50000000.0,https://img.a.transfermarkt.technology/portrait/header/465830-1730125468.jpg?lm=1,https://www.transfermarkt.co.uk/matteo-guendouzi/profil/spieler/465830,matteo guendouzi,M. Guendouzi,Mattéo Guendouzi,4/14/1999,19,185.42,68.0,"CM,CDM",France,72,85,6000000.0,28000.0,Right,1,3,3,Lean,15200000.0,,,,,67,56,67,76,49,72,70,55,77,69,72,70,66,69,66,69,68,78,70,65,76,71,56,72,49,76,67,71,66,mattéo guendouzi,97
Mattia Zaccagni,ITA,AT,29,34,33,"2,686",29.8,8,6,14,6,2,2,10,0,6.4,4.9,4.6,9.5,91,114,264,0.27,0.2,0.47,0.2,0.4,0.22,0.15,0.37,0.16,0.32,mattia zaccagni,Attack,right,177.0,IT1,20000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/283735-1695026445.jpg?lm=1,https://www.transfermarkt.co.uk/mattia-zaccagni/profil/spieler/283735,mattia zaccagni,M. Zaccagni,Mattia Zaccagni,6/16/1995,23,152.4,63.0,CM,Italy,68,74,1200000.0,2000.0,Right,1,2,3,Lean,2200000.0,,,,,59,48,46,74,44,64,48,48,72,74,61,52,67,60,66,64,47,55,37,63,67,47,69,68,55,65,62,62,59,mattia zaccagni,100
Alessio Romagnoli,ITA,DF,29,32,31,"2,672",29.7,2,0,2,2,0,0,4,2,2.4,2.4,0.3,2.6,8,90,4,0.07,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,alessio romagnoli,Defender,left,185.0,IT1,12000000.0,50000000.0,https://img.a.transfermarkt.technology/portrait/header/197747-1730125586.jpg?lm=1,https://www.transfermarkt.co.uk/alessio-romagnoli/profil/spieler/197747,alessio romagnoli,A. Romagnoli,Alessio Romagnoli,1/12/1995,24,187.96,78.0,CB,Italy,83,90,31000000.0,92000.0,Left,2,3,2,Normal,58900000.0,,,,,36,30,77,72,28,65,36,24,71,70,63,69,60,78,53,64,78,75,81,46,85,86,31,45,34,76,88,86,82,alessio romagnoli,100
Ivan Provedel,ITA,GB,30,29,29,"2,610",29.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,ivan provedel,Goalkeeper,right,194.0,IT1,7000000.0,14000000.0,https://img.a.transfermarkt.technology/portrait/header/197929-1695160944.jpg?lm=1,https://www.transfermarkt.co.uk/ivan-provedel/profil/spieler/197929,ivan provedel,I. Provedel,Ivan Provedel,3/17/1994,24,193.04,83.9,GK,Italy,71,77,2400000.0,6000.0,Right,1,2,1,Lean,4700000.0,,,,,21,17,17,29,14,16,13,13,23,18,44,40,38,64,44,17,56,28,56,20,27,22,16,48,22,58,22,22,21,ivan provedel,100
Boulaye Dia,SEN,"MT,AT",27,35,27,"2,177",24.2,9,3,12,9,0,0,2,0,7.1,7.1,4.2,11.3,23,51,114,0.37,0.12,0.5,0.37,0.5,0.29,0.17,0.47,0.29,0.47,boulaye dia,Attack,right,180.0,IT1,15000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/626913-1730127040.jpg?lm=1,https://www.transfermarkt.co.uk/boulaye-dia/profil/spieler/626913,boulaye dia,B. Dia,Boulaye Dia,11/16/1996,22,154.94,74.8,ST,France,65,75,875000.0,4000.0,Right,1,3,2,Normal,1900000.0,,,,,36,69,65,56,51,60,46,42,40,61,69,70,58,56,53,69,64,54,74,60,48,22,63,45,62,48,28,17,14,boulaye dia,100
Nuno Tavares,POR,DF,24,23,22,"1,686",18.7,0,8,8,0,0,0,4,1,1.1,1.1,4.8,5.9,98,111,100,0.0,0.43,0.43,0.0,0.43,0.06,0.26,0.32,0.06,0.32,nuno tavares,Defender,left,183.0,IT1,25000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/535955-1730127360.jpg?lm=1,https://www.transfermarkt.co.uk/nuno-tavares/profil/spieler/535955,nuno tavares,Júnior Tavares,Carlos Eugenio Tavares dos Santos,8/7/1996,22,152.4,68.9,LB,Brazil,65,74,725000.0,5000.0,Left,1,2,3,Normal,1400000.0,,,,,64,31,54,54,34,65,35,36,52,69,79,75,78,59,71,34,58,78,54,29,59,58,52,41,48,59,64,63,60,carlos eugenio tavares dos santos,80
Manuel Lazzari,ITA,DF,30,25,16,"1,406",15.6,0,1,1,0,0,0,3,0,0.1,0.1,1.3,1.4,72,66,96,0.0,0.06,0.06,0.0,0.06,0.01,0.08,0.09,0.01,0.09,manuel lazzari,Midfield,right,174.0,IT1,4000000.0,23000000.0,https://img.a.transfermarkt.technology/portrait/header/331401-1707947147.jpg?lm=1,https://www.transfermarkt.co.uk/manuel-lazzari/profil/spieler/331401,manuel lazzari,M. Lazzari,Manuel Lazzari,11/29/1993,25,175.26,67.1,RM,Italy,78,79,12500000.0,15000.0,Right,1,3,3,Lean,23400000.0,,,,,78,66,44,78,58,79,65,57,74,79,84,79,75,75,70,53,36,78,49,57,53,53,73,72,58,73,58,51,42,manuel lazzari,100
Fisayo Dele-Bashiru,NGA,"MT,AT",23,20,12,947,10.5,3,1,4,3,0,0,0,0,1.1,1.1,0.8,1.9,23,26,57,0.29,0.1,0.38,0.29,0.38,0.1,0.08,0.18,0.1,0.18,fisayo dele bashiru,Midfield,right,186.0,IT1,8000000.0,8000000.0,https://img.a.transfermarkt.technology/portrait/header/530742-1683029896.jpg?lm=1,https://www.transfermarkt.co.uk/fisayo-dele-bashiru/profil/spieler/530742,fisayo dele bashiru,T. Dele-Bashiru,Tom Dele-Bashiru,9/17/1999,19,152.4,68.0,CM,England,57,76,210000.0,6000.0,Right,1,2,2,Normal,520000.0,,,,,39,49,48,60,47,59,42,49,56,56,70,71,73,54,71,53,66,59,61,43,57,51,57,54,55,49,52,53,49,tom dele-bashiru,80
Luca Pellegrini,ITA,DF,25,22,10,"1,067",11.9,0,4,4,0,0,0,5,0,0.7,0.7,1.8,2.4,21,72,61,0.0,0.34,0.34,0.0,0.34,0.06,0.15,0.2,0.06,0.2,luca pellegrini,Defender,left,178.0,IT1,2500000.0,15000000.0,https://img.a.transfermarkt.technology/portrait/header/346567-1663065246.jpg?lm=1,https://www.transfermarkt.co.uk/luca-pellegrini/profil/spieler/346567,luca pellegrini,L. Pellegrini,Luca Pellegrini,3/7/1999,20,152.4,72.1,LB,Italy,65,79,1000000.0,5000.0,Left,1,3,2,Normal,,,,,,69,30,57,56,33,64,39,39,40,60,75,72,54,60,69,36,59,53,50,35,56,60,66,36,49,54,64,66,68,luca pellegrini,100
Matías Vecino,URU,MT,32,20,7,877,9.7,2,3,5,2,0,0,7,0,2.3,2.3,2.4,4.6,4,29,14,0.21,0.31,0.51,0.21,0.51,0.23,0.24,0.47,0.23,0.47,matias vecino,Midfield,right,187.0,IT1,2500000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/143812-1695026891.jpg?lm=1,https://www.transfermarkt.co.uk/matias-vecino/profil/spieler/143812,matias vecino,M. Vecino,Matias Vecino,8/24/1991,27,187.96,81.2,"CDM,CM",Uruguay,80,81,14500000.0,63000.0,Right,2,3,4,Lean,25700000.0,Uruguay,81.0,LM,15.0,71,61,75,83,62,84,64,58,79,84,74,69,66,83,56,78,67,81,75,77,72,76,74,81,56,81,76,77,73,matias vecino,100
