Unnamed: 0,Player,Nation,Position,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals Made,Penalty Attempts,Yellow Cards,Red Cards,xG,npxG,xAG,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Receives,Goals Per 90,Assists Per 90,Goals + Assists Per 90,Non-Penalty Goals Per 90,Non-Penalty Goals + Assists Per 90,xG Per 90,xAG Per 90,xG + xAG Per 90,npxG Per 90,npxG + xAG Per 90,name_clean,position,foot,height_in_cm,current_club_domestic_competition_id,market_value_in_eur,highest_market_value_in_eur,image_url,url
347,Luke Woolfenden,ENG,DF,25,15,12,"1,187",13.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,7,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,luke woolfenden,Defender,right,193.0,GB1,2000000.0,2000000.0,https://img.a.transfermarkt.technology/portrait/header/527425-1664180037.jpg?lm=1,https://www.transfermarkt.co.uk/luke-woolfenden/profil/spieler/527425
348,Julio Enciso,PAR,"MT,AT",20,13,12,869,9.7,2,3,5,2,0,0,3,0,1.7,1.7,1.4,3.1,23,28,44,0.21,0.31,0.52,0.21,0.52,0.18,0.14,0.32,0.18,0.32,julio enciso,Midfield,right,173.0,GB1,22000000.0,22000000.0,https://img.a.transfermarkt.technology/portrait/header/660867-1669388786.jpg?lm=1,https://www.transfermarkt.co.uk/julio-enciso/profil/spieler/660867
349,Conor Chaplin,ENG,"MT,AT",27,22,10,857,9.5,1,1,2,1,0,0,2,0,1.5,1.5,0.7,2.2,13,29,23,0.11,0.11,0.21,0.11,0.21,0.16,0.07,0.23,0.16,0.23,conor chaplin,Attack,left,168.0,GB1,8000000.0,8000000.0,https://img.a.transfermarkt.technology/portrait/header/349503-1612349000.jpg?lm=1,https://www.transfermarkt.co.uk/conor-chaplin/profil/spieler/349503
350,Nathan Broadhead,WAL,"MT,AT",26,18,7,702,7.8,2,0,2,2,0,0,1,0,1.7,1.7,0.7,2.4,20,14,33,0.26,0.0,0.26,0.26,0.26,0.22,0.09,0.31,0.22,0.31,nathan broadhead,Attack,right,178.0,GB1,5000000.0,5000000.0,https://img.a.transfermarkt.technology/portrait/header/344009-1629189855.jpg?lm=1,https://www.transfermarkt.co.uk/nathan-broadhead/profil/spieler/344009
351,Christian Walton,ENG,GB,28,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,christian walton,Goalkeeper,left,195.0,GB1,1500000.0,1500000.0,https://img.a.transfermarkt.technology/portrait/header/208379-1720189930.jpg?lm=1,https://www.transfermarkt.co.uk/christian-walton/profil/spieler/208379
352,George Hirst,SCO,AT,25,26,5,661,7.3,3,1,4,3,0,0,3,0,2.1,2.1,0.3,2.5,9,13,31,0.41,0.14,0.54,0.41,0.54,0.29,0.05,0.34,0.29,0.34,george hirst,Attack,right,191.0,GB1,5000000.0,5000000.0,https://img.a.transfermarkt.technology/portrait/header/420808-1738823357.jpg?lm=1,https://www.transfermarkt.co.uk/george-hirst/profil/spieler/420808
353,Jack Taylor,IRL,MT,26,32,4,860,9.6,1,0,1,1,0,0,4,0,0.7,0.7,0.5,1.3,11,43,23,0.1,0.0,0.1,0.1,0.1,0.08,0.06,0.13,0.08,0.13,jack taylor,Midfield,right,185.0,GB1,3000000.0,3000000.0,https://img.a.transfermarkt.technology/portrait/header/458178-1706522764.jpg?lm=1,https://www.transfermarkt.co.uk/jack-taylor/profil/spieler/458178
355,Conor Townsend,ENG,DF,31,6,3,335,3.7,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.7,2,8,13,0.0,0.27,0.27,0.0,0.27,0.01,0.18,0.18,0.01,0.18,conor townsend,Defender,left,183.0,GB1,1200000.0,2500000.0,https://img.a.transfermarkt.technology/portrait/header/146509-1738823694.jpg?lm=1,https://www.transfermarkt.co.uk/conor-townsend/profil/spieler/146509
356,Chiedozie Ogbene,IRL,AT,27,5,3,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,chiedozie ogbene,Attack,right,181.0,GB1,8000000.0,8000000.0,https://img.a.transfermarkt.technology/portrait/header/392591-1700737518.jpg?lm=1,https://www.transfermarkt.co.uk/chiedozie-ogbene/profil/spieler/392591
357,Massimo Luongo,AUS,MT,31,11,2,201,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,massimo luongo,Midfield,right,176.0,GB1,500000.0,5000000.0,https://img.a.transfermarkt.technology/portrait/header/181687-1720191232.jpg?lm=1,https://www.transfermarkt.co.uk/massimo-luongo/profil/spieler/181687
358,Ben Godfrey,ENG,DF,26,3,2,159,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ben godfrey,Defender,right,184.0,GB1,8000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/343475-1700739275.jpg?lm=1,https://www.transfermarkt.co.uk/ben-godfrey/profil/spieler/343475
362,Mateus Fernandes,POR,MT,20,36,34,"2,909",32.3,2,4,6,2,0,0,8,0,4.0,4.0,3.0,7.0,76,145,108,0.06,0.12,0.19,0.06,0.19,0.12,0.09,0.22,0.12,0.22,mateus fernandes,Midfield,right,178.0,GB1,15000000.0,15000000.0,https://img.a.transfermarkt.technology/portrait/header/880245-1727786403.jpg?lm=1,https://www.transfermarkt.co.uk/mateus-fernandes/profil/spieler/880245
363,Kyle Walker-Peters,ENG,DF,27,33,33,"2,918",32.4,0,2,2,0,0,0,5,0,0.8,0.8,2.8,3.6,114,139,144,0.0,0.06,0.06,0.0,0.06,0.03,0.09,0.11,0.03,0.11,kyle walker peters,Defender,right,173.0,GB1,18000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/341051-1693826850.jpg?lm=1,https://www.transfermarkt.co.uk/kyle-walker-peters/profil/spieler/341051
364,Taylor Harwood-Bellis,ENG,DF,22,34,32,"2,825",31.4,1,0,1,1,0,0,9,0,1.8,1.8,1.0,2.8,29,125,9,0.03,0.0,0.03,0.03,0.03,0.06,0.03,0.09,0.06,0.09,taylor harwood bellis,Defender,right,188.0,GB1,25000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/503977-1687975943.jpg?lm=1,https://www.transfermarkt.co.uk/taylor-harwood-bellis/profil/spieler/503977
365,Aaron Ramsdale,ENG,GB,26,30,30,"2,700",30.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aaron ramsdale,Goalkeeper,right,190.0,GB1,16000000.0,40000000.0,https://img.a.transfermarkt.technology/portrait/header/427568-1681828000.jpg?lm=1,https://www.transfermarkt.co.uk/aaron-ramsdale/profil/spieler/427568
366,Jan Bednarek,POL,DF,28,30,30,"2,531",28.1,2,0,2,2,0,0,7,0,0.7,0.7,0.5,1.2,5,60,2,0.07,0.0,0.07,0.07,0.07,0.02,0.02,0.04,0.02,0.04,jan bednarek,Defender,right,189.0,GB1,11000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/243028-1709158468.jpg?lm=1,https://www.transfermarkt.co.uk/jan-bednarek/profil/spieler/243028
367,Flynn Downes,ENG,MT,25,27,25,"2,151",23.9,1,0,1,1,0,0,12,0,0.6,0.6,1.1,1.7,29,66,29,0.04,0.0,0.04,0.04,0.04,0.03,0.05,0.07,0.03,0.07,flynn downes,Midfield,right,178.0,GB1,15000000.0,15000000.0,https://img.a.transfermarkt.technology/portrait/header/506189-1659355597.jpg?lm=1,https://www.transfermarkt.co.uk/flynn-downes/profil/spieler/506189
368,Joe Aribo,NGA,"MT,DF",28,32,21,"2,013",22.4,3,0,3,3,0,0,1,0,2.7,2.7,1.6,4.3,36,75,65,0.13,0.0,0.13,0.13,0.13,0.12,0.07,0.19,0.12,0.19,joe aribo,Midfield,left,183.0,GB1,6000000.0,15000000.0,https://img.a.transfermarkt.technology/portrait/header/468198-1656428996.png?lm=1,https://www.transfermarkt.co.uk/joe-aribo/profil/spieler/468198
369,Lesley Ugochukwu,FRA,MT,20,26,18,"1,655",18.4,1,1,2,1,0,0,7,0,0.9,0.9,1.0,1.9,29,49,20,0.05,0.05,0.11,0.05,0.11,0.05,0.06,0.1,0.05,0.1,lesley ugochukwu,Midfield,right,190.0,GB1,20000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/711999-1666698684.jpg?lm=1,https://www.transfermarkt.co.uk/lesley-ugochukwu/profil/spieler/711999
370,Jack Stephens,ENG,DF,30,19,17,"1,389",15.4,1,0,1,1,0,0,2,2,0.6,0.6,0.2,0.7,14,63,2,0.06,0.0,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,jack stephens,Defender,right,185.0,GB1,2000000.0,8000000.0,https://img.a.transfermarkt.technology/portrait/header/163744-1720190433.jpg?lm=1,https://www.transfermarkt.co.uk/jack-stephens/profil/spieler/163744
371,Cameron Archer,ENG,AT,23,35,13,"1,441",16.0,2,0,2,2,0,1,0,0,5.7,4.9,0.5,5.4,22,14,66,0.12,0.0,0.12,0.12,0.12,0.36,0.03,0.39,0.31,0.34,cameron archer,Attack,right,175.0,GB1,14000000.0,18000000.0,https://img.a.transfermarkt.technology/portrait/header/533662-1641461875.jpg?lm=1,https://www.transfermarkt.co.uk/cameron-archer/profil/spieler/533662
372,James Bree,ENG,DF,26,17,13,"1,075",11.9,0,1,1,0,0,0,0,0,0.1,0.1,0.9,1.0,13,34,43,0.0,0.08,0.08,0.0,0.08,0.01,0.08,0.08,0.01,0.08,james bree,Defender,right,178.0,GB1,2500000.0,3000000.0,https://img.a.transfermarkt.technology/portrait/header/324223-1720190887.jpg?lm=1,https://www.transfermarkt.co.uk/james-bree/profil/spieler/324223
373,Paul Onuachu,NGA,AT,30,25,11,"1,050",11.7,4,1,5,4,0,0,4,0,3.6,3.6,0.5,4.1,7,13,40,0.34,0.09,0.43,0.34,0.43,0.31,0.04,0.35,0.31,0.35,paul onuachu,Attack,right,201.0,GB1,8000000.0,22000000.0,https://img.a.transfermarkt.technology/portrait/header/272855-1695672883.png?lm=1,https://www.transfermarkt.co.uk/paul-onuachu/profil/spieler/272855
376,Welington,BRA,DF,23,10,6,482,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,11,19,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,welington,Defender,left,170.0,GB1,3500000.0,4000000.0,https://img.a.transfermarkt.technology/portrait/header/729264-1625147299.jpg?lm=1,https://www.transfermarkt.co.uk/welington/profil/spieler/729264
377,Alex McCarthy,ENG,GB,34,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alex mccarthy,Goalkeeper,right,193.0,GB1,500000.0,6500000.0,https://img.a.transfermarkt.technology/portrait/header/95976-1737919833.jpg?lm=1,https://www.transfermarkt.co.uk/alex-mccarthy/profil/spieler/95976
378,Adam Lallana,ENG,MT,36,14,5,361,4.0,0,2,2,0,0,0,4,0,0.2,0.2,0.9,1.1,6,24,10,0.0,0.5,0.5,0.0,0.5,0.04,0.23,0.27,0.04,0.27,adam lallana,Midfield,both,172.0,GB1,900000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/43530-1662663337.jpg?lm=1,https://www.transfermarkt.co.uk/adam-lallana/profil/spieler/43530
380,Ross Stewart,SCO,AT,28,12,4,389,4.3,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,3,2,10,0.23,0.0,0.23,0.23,0.23,0.25,0.0,0.25,0.25,0.25,ross stewart,Attack,right,188.0,GB1,4500000.0,4500000.0,https://img.a.transfermarkt.technology/portrait/header/447995-1645779367.jpg?lm=1,https://www.transfermarkt.co.uk/ross-stewart/profil/spieler/447995
381,Charlie Taylor,ENG,DF,30,8,3,356,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,charlie taylor,Defender,left,183.0,GB1,2800000.0,7000000.0,https://img.a.transfermarkt.technology/portrait/header/195633-1700671881.jpg?lm=1,https://www.transfermarkt.co.uk/charlie-taylor/profil/spieler/195633
382,Joe Lumley,ENG,GB,29,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joe lumley,Goalkeeper,right,190.0,GB1,600000.0,1000000.0,https://img.a.transfermarkt.technology/portrait/header/336367-1709158388.jpg?lm=1,https://www.transfermarkt.co.uk/joe-lumley/profil/spieler/336367
383,Armel Bella Kotchap,GER,DF,22,4,2,331,3.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,5,0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,armel bella kotchap,Defender,right,190.0,GB1,12000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/467563-1663251475.jpg?lm=1,https://www.transfermarkt.co.uk/armel-bella-kotchap/profil/spieler/467563
385,Maxwel Cornet,CIV,AT,27,2,1,72,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,0,5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,maxwel cornet,Attack,left,179.0,IT1,8000000.0,18000000.0,https://img.a.transfermarkt.technology/portrait/header/234781-1739281982.jpg?lm=1,https://www.transfermarkt.co.uk/maxwel-cornet/profil/spieler/234781
386,Joachim Kayi Sanda,FRA,DF,17,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joachim kayi sanda,Defender,right,186.0,GB1,1500000.0,1500000.0,https://img.a.transfermarkt.technology/portrait/header/986298-1732104484.jpg?lm=1,https://www.transfermarkt.co.uk/joachim-kayi-sanda/profil/spieler/986298
388,Pedri,ESP,MT,21,37,35,"2,879",32.0,4,5,9,4,0,0,3,0,2.2,2.2,7.4,9.6,92,360,136,0.13,0.16,0.28,0.13,0.28,0.07,0.23,0.3,0.07,0.3,pedri,Midfield,right,174.0,ES1,120000000.0,120000000.0,https://img.a.transfermarkt.technology/portrait/header/683840-1744278342.jpg?lm=1,https://www.transfermarkt.co.uk/pedri/profil/spieler/683840
389,Robert Lewandowski,POL,AT,35,34,32,"2,667",29.6,27,2,29,24,3,4,1,0,27.1,24.0,2.3,26.3,27,48,164,0.91,0.07,0.98,0.81,0.88,0.92,0.08,0.99,0.81,0.89,robert lewandowski,Attack,right,185.0,ES1,15000000.0,90000000.0,https://img.a.transfermarkt.technology/portrait/header/38253-1701118759.jpg?lm=1,https://www.transfermarkt.co.uk/robert-lewandowski/profil/spieler/38253
390,Lamine Yamal,ESP,AT,17,35,31,"2,856",31.7,9,13,22,9,0,0,3,0,9.8,9.8,13.9,23.8,181,160,433,0.28,0.41,0.69,0.28,0.69,0.31,0.44,0.75,0.31,0.75,lamine yamal,Attack,left,180.0,ES1,180000000.0,180000000.0,https://img.a.transfermarkt.technology/portrait/header/937958-1720606123.jpg?lm=1,https://www.transfermarkt.co.uk/lamine-yamal/profil/spieler/937958
391,Pau Cubarsí,ESP,DF,17,35,29,"2,618",29.1,0,3,3,0,0,0,3,0,0.8,0.8,1.6,2.5,26,191,6,0.0,0.1,0.1,0.0,0.1,0.03,0.06,0.08,0.03,0.08,pau cubarsi,Defender,right,184.0,ES1,70000000.0,70000000.0,https://img.a.transfermarkt.technology/portrait/header/962110-1712779232.jpg?lm=1,https://www.transfermarkt.co.uk/pau-cubarsi/profil/spieler/962110
392,Jules Koundé,FRA,DF,25,32,29,"2,605",28.9,2,3,5,2,0,0,4,0,1.8,1.8,3.9,5.7,44,165,190,0.07,0.1,0.17,0.07,0.17,0.06,0.13,0.2,0.06,0.2,jules kounde,Defender,right,180.0,ES1,60000000.0,60000000.0,https://img.a.transfermarkt.technology/portrait/header/411975-1702502639.jpg?lm=1,https://www.transfermarkt.co.uk/jules-kounde/profil/spieler/411975
393,Iñigo Martínez,ESP,DF,33,28,28,"2,490",27.7,0,4,4,0,0,0,5,0,0.5,0.5,2.6,3.1,70,260,11,0.0,0.14,0.14,0.0,0.14,0.02,0.1,0.11,0.02,0.11,inigo martinez,Defender,left,182.0,ES1,5000000.0,32000000.0,https://img.a.transfermarkt.technology/portrait/header/158863-1730119186.jpg?lm=1,https://www.transfermarkt.co.uk/inigo-martinez/profil/spieler/158863
394,Alejandro Balde,ESP,DF,20,32,26,"2,284",25.4,0,4,4,0,0,0,2,0,0.5,0.5,3.4,3.9,107,93,246,0.0,0.16,0.16,0.0,0.16,0.02,0.13,0.15,0.02,0.15,alejandro balde,Defender,left,175.0,ES1,60000000.0,60000000.0,https://img.a.transfermarkt.technology/portrait/header/636688-1662836200.jpg?lm=1,https://www.transfermarkt.co.uk/alejandro-balde/profil/spieler/636688
395,Marc Casado,ESP,MT,20,23,20,"1,611",17.9,1,3,4,1,0,0,4,1,1.1,1.1,1.4,2.4,12,107,24,0.06,0.17,0.22,0.06,0.22,0.06,0.08,0.13,0.06,0.13,marc casado,Midfield,right,172.0,ES1,30000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/636695-1729771427.jpg?lm=1,https://www.transfermarkt.co.uk/marc-casado/profil/spieler/636695
396,Iñaki Peña,ESP,GB,25,16,15,"1,396",15.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inaki pena,Goalkeeper,right,184.0,ES1,10000000.0,10000000.0,https://img.a.transfermarkt.technology/portrait/header/283170-1702502364.jpg?lm=1,https://www.transfermarkt.co.uk/inaki-pena/profil/spieler/283170
398,Gavi,ESP,"MT,AT",19,26,14,"1,085",12.1,1,1,2,1,0,0,4,0,0.9,0.9,1.6,2.4,13,77,42,0.08,0.08,0.17,0.08,0.17,0.07,0.13,0.2,0.07,0.2,gavi,Midfield,right,173.0,ES1,70000000.0,90000000.0,https://img.a.transfermarkt.technology/portrait/header/646740-1682685701.jpg?lm=1,https://www.transfermarkt.co.uk/gavi/profil/spieler/646740
399,Dani Olmo,ESP,"MT,AT",26,25,13,"1,212",13.5,10,3,13,8,2,2,1,0,6.5,4.9,3.0,7.9,33,81,97,0.74,0.22,0.97,0.59,0.82,0.48,0.22,0.7,0.37,0.59,dani olmo,Midfield,right,179.0,ES1,60000000.0,60000000.0,https://img.a.transfermarkt.technology/portrait/header/293385-1711546268.jpg?lm=1,https://www.transfermarkt.co.uk/dani-olmo/profil/spieler/293385
400,Fermin López,ESP,"MT,AT",21,28,12,"1,252",13.9,6,5,11,6,0,0,4,1,5.6,5.6,3.9,9.5,31,79,108,0.43,0.36,0.79,0.43,0.79,0.41,0.28,0.69,0.41,0.69,fermin lopez,Midfield,right,174.0,ES1,50000000.0,50000000.0,https://img.a.transfermarkt.technology/portrait/header/636703-1698086824.jpg?lm=1,https://www.transfermarkt.co.uk/fermin-lopez/profil/spieler/636703
401,Gerard Martín,ESP,DF,22,28,11,"1,038",11.5,1,3,4,1,0,0,2,0,0.5,0.5,1.1,1.6,10,40,122,0.09,0.26,0.35,0.09,0.35,0.04,0.1,0.14,0.04,0.14,gerard martin,Defender,left,186.0,ES1,7500000.0,7500000.0,https://img.a.transfermarkt.technology/portrait/header/705395-1730119053.jpg?lm=1,https://www.transfermarkt.co.uk/gerard-martin/profil/spieler/705395
402,Ronald Araújo,URU,DF,25,12,11,754,8.4,1,1,2,1,0,0,3,0,1.0,1.0,0.4,1.4,6,49,3,0.12,0.12,0.24,0.12,0.24,0.11,0.05,0.17,0.11,0.17,ronald araujo,Defender,right,192.0,ES1,50000000.0,70000000.0,https://img.a.transfermarkt.technology/portrait/header/480267-1736431980.jpg?lm=1,https://www.transfermarkt.co.uk/ronald-araujo/profil/spieler/480267
403,Frenkie de Jong,NED,MT,27,26,9,"1,143",12.7,2,2,4,2,0,0,3,0,0.7,0.7,2.0,2.6,36,120,24,0.16,0.16,0.31,0.16,0.31,0.05,0.16,0.21,0.05,0.21,frenkie de jong,Midfield,right,181.0,ES1,45000000.0,90000000.0,https://img.a.transfermarkt.technology/portrait/header/326330-1656499973.png?lm=1,https://www.transfermarkt.co.uk/frenkie-de-jong/profil/spieler/326330
404,Marc-André ter Stegen,GER,GB,32,8,8,674,7.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,marc andre ter stegen,Goalkeeper,right,187.0,ES1,15000000.0,90000000.0,https://img.a.transfermarkt.technology/portrait/header/74857-1674465246.jpg?lm=1,https://www.transfermarkt.co.uk/marc-andre-ter-stegen/profil/spieler/74857
405,Héctor Fort,ESP,DF,17,17,5,585,6.5,0,0,0,0,0,0,2,0,0.2,0.2,0.9,1.1,14,26,33,0.0,0.0,0.0,0.0,0.0,0.04,0.13,0.17,0.04,0.17,hector fort,Defender,right,185.0,ES1,10000000.0,10000000.0,https://img.a.transfermarkt.technology/portrait/header/937955-1702504973.jpg?lm=1,https://www.transfermarkt.co.uk/hector-fort/profil/spieler/937955
406,Pablo Torre,ESP,"MT,AT",21,10,4,310,3.4,3,1,4,3,0,0,0,0,0.4,0.4,0.8,1.1,5,17,20,0.87,0.29,1.16,0.87,1.16,0.11,0.23,0.33,0.11,0.33,pablo torre,Midfield,right,173.0,ES1,7500000.0,7500000.0,https://img.a.transfermarkt.technology/portrait/header/720038-1724406086.jpg?lm=1,https://www.transfermarkt.co.uk/pablo-torre/profil/spieler/720038
407,Marc Bernal,ESP,MT,17,3,3,242,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,8,2,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,marc bernal,Midfield,left,191.0,ES1,5000000.0,5000000.0,https://img.a.transfermarkt.technology/portrait/header/1018920-1724052540.jpg?lm=1,https://www.transfermarkt.co.uk/marc-bernal/profil/spieler/1018920
408,Ansu Fati,ESP,AT,21,6,3,233,2.6,0,0,0,0,0,0,1,0,1.0,1.0,0.2,1.1,7,6,32,0.0,0.0,0.0,0.0,0.0,0.38,0.06,0.44,0.38,0.44,ansu fati,Attack,right,178.0,ES1,5000000.0,80000000.0,https://img.a.transfermarkt.technology/portrait/header/466810-1721828228.jpg?lm=1,https://www.transfermarkt.co.uk/ansu-fati/profil/spieler/466810
409,Pau Victor,ESP,AT,22,21,2,319,3.5,2,1,3,2,0,0,2,0,3.0,3.0,0.9,3.9,6,11,28,0.56,0.28,0.85,0.56,0.85,0.85,0.24,1.09,0.85,1.09,pau victor,Attack,right,184.0,ES1,5000000.0,5000000.0,https://img.a.transfermarkt.technology/portrait/header/707572-1724052852.jpg?lm=1,https://www.transfermarkt.co.uk/pau-victor/profil/spieler/707572
410,Andreas Christensen,DEN,DF,28,5,2,254,2.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.1,1,15,1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,andreas christensen,Defender,right,187.0,ES1,15000000.0,40000000.0,https://img.a.transfermarkt.technology/portrait/header/196948-1668183241.jpg?lm=1,https://www.transfermarkt.co.uk/andreas-christensen/profil/spieler/196948
413,Iñaki Williams,GHA,AT,30,35,29,"2,652",29.5,6,8,14,6,0,0,1,0,7.6,7.6,7.8,15.4,107,76,302,0.2,0.27,0.48,0.2,0.48,0.26,0.27,0.52,0.26,0.52,inaki williams,Attack,right,186.0,ES1,20000000.0,50000000.0,https://img.a.transfermarkt.technology/portrait/header/255508-1709676323.png?lm=1,https://www.transfermarkt.co.uk/inaki-williams/profil/spieler/255508
415,Mikel Jauregizar,ESP,MT,20,34,25,"2,244",24.9,2,1,3,2,0,0,4,1,1.1,1.1,1.4,2.5,14,118,31,0.08,0.04,0.12,0.08,0.12,0.04,0.06,0.1,0.04,0.1,mikel jauregizar,Midfield,right,177.0,ES1,20000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/938729-1709675994.png?lm=1,https://www.transfermarkt.co.uk/mikel-jauregizar/profil/spieler/938729
416,Yuri Berchiche,ESP,DF,34,30,22,"2,044",22.7,0,2,2,0,0,0,5,0,0.6,0.6,2.2,2.8,43,161,66,0.0,0.09,0.09,0.0,0.09,0.02,0.1,0.12,0.02,0.12,yuri berchiche,Defender,left,181.0,ES1,1500000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/61812-1709675167.png?lm=1,https://www.transfermarkt.co.uk/yuri-berchiche/profil/spieler/61812
417,Nico Williams,ESP,AT,22,29,22,"1,996",22.2,5,5,10,5,0,0,1,0,4.2,4.2,3.5,7.7,118,69,254,0.23,0.23,0.45,0.23,0.45,0.19,0.16,0.35,0.19,0.35,nico williams,Attack,right,181.0,ES1,70000000.0,70000000.0,https://img.a.transfermarkt.technology/portrait/header/709187-1709676169.png?lm=1,https://www.transfermarkt.co.uk/nico-williams/profil/spieler/709187
418,Unai Simón,ESP,GB,27,21,21,"1,890",21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unai simon,Goalkeeper,right,190.0,ES1,28000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/262396-1709674901.png?lm=1,https://www.transfermarkt.co.uk/unai-simon/profil/spieler/262396
419,Gorka Guruzeta,ESP,AT,27,36,21,"1,840",20.4,7,2,9,7,0,0,2,0,6.7,6.6,1.5,8.1,8,31,64,0.34,0.1,0.44,0.34,0.44,0.33,0.07,0.4,0.32,0.4,gorka guruzeta,Attack,right,188.0,ES1,12000000.0,18000000.0,https://img.a.transfermarkt.technology/portrait/header/340205-1709676375.png?lm=1,https://www.transfermarkt.co.uk/gorka-guruzeta/profil/spieler/340205
420,Aitor Paredes,ESP,DF,24,23,21,"1,812",20.1,3,0,3,3,0,0,4,1,2.3,2.3,0.1,2.3,4,46,2,0.15,0.0,0.15,0.15,0.15,0.11,0.0,0.12,0.11,0.12,aitor paredes,Defender,right,185.0,ES1,22000000.0,22000000.0,https://img.a.transfermarkt.technology/portrait/header/591916-1709675052.png?lm=1,https://www.transfermarkt.co.uk/aitor-paredes/profil/spieler/591916
421,Beñat Prados,ESP,MT,23,30,21,"1,715",19.1,1,0,1,1,0,0,7,0,1.0,1.0,1.1,2.1,20,78,32,0.05,0.0,0.05,0.05,0.05,0.05,0.06,0.11,0.05,0.11,benat prados,Midfield,right,180.0,ES1,18000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/625047-1709675858.png?lm=1,https://www.transfermarkt.co.uk/benat-prados/profil/spieler/625047
422,Yeray Álvarez,ESP,DF,29,21,20,"1,781",19.8,1,0,1,1,0,0,4,0,0.5,0.5,0.2,0.7,19,105,0,0.05,0.0,0.05,0.05,0.05,0.02,0.01,0.04,0.02,0.04,yeray alvarez,Defender,right,182.0,ES1,7500000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/255488-1709675129.png?lm=1,https://www.transfermarkt.co.uk/yeray-alvarez/profil/spieler/255488
