Age,Min,Gls,Ast,npxG,xAG,Sh,SoT,Cmp,Att,KP,PPA,CrsPA,PrgP,Touches,PrgC,Succ,Dis,Rec,Tkl,Int,Blocks,Clr,Recov,Won,CrdY,CrdR,Fls,Fld,Off,Crs,value,days_missed,games_missed,height,Club_Rank,Country_Rank,Pos_FW,Pos_MF,foot_left,foot_right
23.0,2326.0,4.0,5.0,3.5,3.6,36.0,10.0,1228.0,1389.0,25.0,19.0,0.0,123.0,1661.0,74.0,39.0,23.0,1258.0,44.0,14.0,17.0,39.0,110.0,28.0,5.0,0.0,36.0,2.0,4.0,13.0,40000000.0,57.0,7.0,192.0,19,2,False,True,False,True
26.0,2325.0,3.0,8.0,4.0,5.4,48.0,15.0,1237.0,1499.0,63.0,86.0,5.0,258.0,1694.0,92.0,25.0,40.0,1336.0,19.0,6.0,27.0,6.0,97.0,8.0,4.0,0.0,12.0,2.0,12.0,86.0,85000000.0,82.0,20.0,178.0,22,43,False,True,True,False
28.0,2324.0,0.0,5.0,2.0,1.9,22.0,8.0,839.0,1045.0,17.0,11.0,3.0,70.0,1400.0,18.0,13.0,33.0,834.0,85.0,31.0,26.0,80.0,127.0,61.0,8.0,0.0,39.0,0.0,3.0,30.0,15000000.0,127.0,33.0,183.0,46,4,False,True,False,True
30.0,2324.0,10.0,1.0,2.2,0.4,38.0,6.0,868.0,1059.0,7.0,10.0,5.0,109.0,1354.0,17.0,17.0,30.0,832.0,61.0,34.0,8.0,42.0,160.0,30.0,5.0,0.0,30.0,7.0,6.0,11.0,3000000.0,36.0,5.0,188.0,80,2,False,True,False,True
26.0,2323.0,1.0,0.0,0.8,0.4,19.0,6.0,920.0,1083.0,6.0,6.0,1.0,80.0,1315.0,21.0,9.0,23.0,869.0,52.0,18.0,17.0,37.0,111.0,10.0,5.0,0.0,29.0,1.0,5.0,18.0,6000000.0,0.0,0.0,180.0,322,2,False,True,False,True
25.0,2323.0,8.0,8.0,7.6,8.4,66.0,29.0,630.0,849.0,58.0,51.0,10.0,93.0,1135.0,123.0,59.0,36.0,940.0,16.0,6.0,27.0,4.0,66.0,26.0,5.0,0.0,19.0,6.0,4.0,55.0,70000000.0,48.0,10.0,188.0,6,6,True,False,False,True
24.0,2323.0,11.0,4.0,11.7,2.9,71.0,24.0,209.0,337.0,23.0,12.0,1.0,27.0,624.0,44.0,18.0,27.0,485.0,11.0,0.0,8.0,19.0,36.0,99.0,4.0,0.0,47.0,3.0,0.0,5.0,200000.0,138.0,0.0,173.0,16,3,True,False,True,False
25.0,2319.0,10.0,1.0,11.7,1.9,72.0,31.0,244.0,342.0,26.0,6.0,0.0,28.0,558.0,29.0,7.0,24.0,400.0,16.0,1.0,11.0,21.0,67.0,42.0,1.0,1.0,37.0,9.0,1.0,0.0,35000000.0,93.0,15.0,183.0,267,5,True,False,False,False
22.0,2315.0,3.0,3.0,4.1,2.6,44.0,12.0,307.0,443.0,33.0,22.0,8.0,64.0,758.0,72.0,55.0,72.0,569.0,17.0,6.0,20.0,6.0,84.0,14.0,3.0,0.0,50.0,9.0,3.0,59.0,6000000.0,84.0,13.0,174.0,742,9,False,True,True,False
24.0,2314.0,5.0,5.0,4.1,4.2,34.0,16.0,715.0,940.0,30.0,29.0,18.0,55.0,1205.0,100.0,25.0,26.0,827.0,33.0,8.0,29.0,22.0,84.0,13.0,4.0,0.0,20.0,3.0,2.0,116.0,50000000.0,8.0,2.0,172.0,1,7,False,False,False,True
31.0,2314.0,2.0,2.0,0.6,2.5,21.0,6.0,851.0,1143.0,28.0,30.0,21.0,52.0,1304.0,19.0,3.0,4.0,764.0,23.0,8.0,33.0,50.0,61.0,7.0,0.0,0.0,14.0,2.0,2.0,121.0,3500000.0,189.0,31.0,184.0,53,10,False,False,True,False
28.0,2314.0,2.0,1.0,1.5,2.6,29.0,6.0,958.0,1334.0,26.0,31.0,14.0,93.0,1560.0,28.0,3.0,6.0,876.0,46.0,20.0,29.0,62.0,84.0,14.0,4.0,0.0,16.0,3.0,3.0,82.0,3000000.0,79.0,6.0,177.0,563,39,False,False,False,True
27.0,2312.0,1.0,1.0,0.6,0.6,16.0,3.0,974.0,1127.0,13.0,10.0,1.0,96.0,1379.0,24.0,19.0,21.0,934.0,53.0,26.0,13.0,38.0,121.0,22.0,14.0,0.0,33.0,3.0,9.0,15.0,3000000.0,21.0,4.0,180.0,107,2,False,True,False,True
26.0,2310.0,2.0,4.0,2.9,3.6,22.0,8.0,928.0,1117.0,32.0,22.0,2.0,101.0,1350.0,28.0,20.0,26.0,911.0,33.0,14.0,19.0,37.0,104.0,35.0,3.0,0.0,32.0,3.0,5.0,19.0,22000000.0,46.0,10.0,185.0,19,11,False,False,False,True
26.0,2308.0,2.0,3.0,2.6,3.4,49.0,12.0,749.0,952.0,32.0,21.0,4.0,120.0,1258.0,60.0,21.0,28.0,786.0,46.0,22.0,17.0,27.0,118.0,1.0,5.0,0.0,54.0,4.0,3.0,90.0,8500000.0,84.0,14.0,180.0,82,11,False,True,False,True
28.0,2307.0,0.0,6.0,1.0,3.3,16.0,2.0,880.0,1172.0,33.0,23.0,15.0,76.0,1368.0,35.0,14.0,12.0,868.0,26.0,11.0,27.0,38.0,94.0,16.0,6.0,0.0,30.0,0.0,3.0,145.0,4500000.0,21.0,3.0,181.0,98,22,True,False,False,True
32.0,2303.0,3.0,8.0,2.2,7.7,26.0,8.0,1006.0,1399.0,55.0,47.0,14.0,105.0,1675.0,53.0,11.0,8.0,899.0,52.0,48.0,36.0,68.0,114.0,16.0,7.0,0.0,26.0,2.0,6.0,190.0,5000000.0,55.0,9.0,178.0,100,2,False,False,False,True
28.0,2303.0,5.0,10.0,4.8,8.5,45.0,15.0,953.0,1209.0,61.0,48.0,6.0,149.0,1455.0,61.0,19.0,36.0,1097.0,26.0,14.0,30.0,13.0,119.0,11.0,1.0,0.0,8.0,0.0,4.0,71.0,25000000.0,44.0,8.0,185.0,23,10,False,True,False,True
25.0,2299.0,5.0,8.0,5.7,5.5,60.0,16.0,528.0,688.0,37.0,17.0,3.0,62.0,993.0,53.0,28.0,43.0,690.0,33.0,13.0,26.0,38.0,76.0,27.0,5.0,0.0,36.0,5.0,3.0,25.0,4000000.0,0.0,0.0,186.0,406,2,False,True,False,True
31.0,2299.0,0.0,1.0,0.4,1.4,13.0,2.0,1007.0,1276.0,10.0,15.0,6.0,97.0,1530.0,48.0,8.0,16.0,882.0,48.0,16.0,43.0,86.0,97.0,13.0,6.0,0.0,24.0,0.0,6.0,57.0,1500000.0,32.0,4.0,183.0,110,2,False,False,False,True
26.0,2298.0,1.0,1.0,0.9,1.6,24.0,7.0,886.0,1196.0,20.0,22.0,10.0,79.0,1526.0,41.0,17.0,15.0,826.0,56.0,24.0,34.0,85.0,100.0,11.0,7.0,0.0,38.0,1.0,6.0,97.0,7000000.0,44.0,6.0,172.0,24,3,False,False,True,False
24.0,2297.0,1.0,0.0,0.3,0.5,6.0,1.0,976.0,1241.0,12.0,20.0,3.0,110.0,1529.0,51.0,10.0,9.0,794.0,64.0,19.0,27.0,98.0,84.0,21.0,7.0,0.0,34.0,0.0,2.0,39.0,6000000.0,126.0,11.0,182.0,96,10,False,False,False,False
30.0,2295.0,2.0,0.0,1.6,0.6,13.0,5.0,1109.0,1368.0,11.0,13.0,3.0,101.0,1693.0,26.0,5.0,7.0,998.0,62.0,42.0,21.0,127.0,99.0,38.0,11.0,1.0,46.0,0.0,5.0,16.0,3500000.0,71.0,3.0,183.0,65,10,False,True,False,True
20.0,2294.0,8.0,4.0,6.9,2.9,62.0,20.0,354.0,461.0,28.0,8.0,0.0,39.0,722.0,17.0,18.0,64.0,519.0,18.0,3.0,10.0,20.0,69.0,37.0,7.0,0.0,49.0,8.0,3.0,8.0,35000000.0,14.0,2.0,179.0,160,1,True,False,False,True
27.0,2293.0,6.0,8.0,5.0,4.6,57.0,26.0,693.0,938.0,47.0,33.0,9.0,116.0,1262.0,83.0,44.0,46.0,919.0,38.0,13.0,20.0,11.0,88.0,11.0,6.0,0.0,31.0,4.0,2.0,124.0,18000000.0,37.0,4.0,180.0,48,2,True,False,True,False
23.0,2293.0,11.0,2.0,8.2,3.7,55.0,27.0,323.0,541.0,23.0,11.0,3.0,38.0,883.0,61.0,30.0,36.0,543.0,39.0,5.0,20.0,34.0,83.0,90.0,3.0,0.0,21.0,5.0,1.0,38.0,30000000.0,201.0,36.0,185.0,99,10,True,False,False,True
31.0,2291.0,0.0,0.0,1.7,0.5,24.0,4.0,1706.0,1858.0,7.0,6.0,1.0,94.0,2069.0,20.0,3.0,2.0,1584.0,20.0,9.0,5.0,96.0,102.0,35.0,3.0,0.0,15.0,3.0,6.0,4.0,20000000.0,95.0,16.0,190.0,3,10,False,False,False,True
19.0,2290.0,8.0,4.0,7.4,5.0,55.0,24.0,499.0,699.0,40.0,37.0,15.0,52.0,994.0,124.0,33.0,38.0,752.0,23.0,5.0,37.0,19.0,78.0,17.0,1.0,0.0,16.0,3.0,5.0,92.0,25000.0,0.0,0.0,0.0,22,9,False,True,False,True
21.0,2284.0,0.0,4.0,0.5,3.4,12.0,3.0,1306.0,1484.0,26.0,39.0,11.0,93.0,1721.0,107.0,46.0,27.0,1245.0,18.0,5.0,28.0,27.0,122.0,16.0,2.0,0.0,16.0,7.0,4.0,67.0,60000000.0,225.0,31.0,177.0,11,3,False,False,True,False
26.0,2280.0,0.0,1.0,0.2,2.6,4.0,1.0,1056.0,1321.0,22.0,26.0,14.0,93.0,1627.0,52.0,29.0,31.0,888.0,68.0,50.0,37.0,83.0,172.0,16.0,2.0,0.0,33.0,0.0,4.0,76.0,4000000.0,93.0,7.0,178.0,406,77,False,False,True,False
31.0,2277.0,3.0,3.0,5.5,3.3,54.0,19.0,441.0,694.0,26.0,9.0,0.0,53.0,938.0,8.0,10.0,32.0,731.0,17.0,4.0,12.0,33.0,52.0,164.0,4.0,0.0,36.0,2.0,5.0,10.0,1000000.0,25.0,2.0,195.0,165,10,True,False,True,False
24.0,2277.0,0.0,6.0,0.7,6.1,22.0,5.0,1420.0,1877.0,57.0,52.0,30.0,163.0,2080.0,34.0,7.0,8.0,1270.0,32.0,23.0,27.0,50.0,97.0,36.0,4.0,1.0,26.0,1.0,5.0,211.0,15000000.0,10.0,2.0,185.0,160,3,False,False,True,False
30.0,2274.0,0.0,1.0,1.1,1.6,26.0,8.0,844.0,1121.0,10.0,18.0,2.0,97.0,1406.0,13.0,7.0,18.0,803.0,35.0,42.0,22.0,80.0,154.0,41.0,9.0,0.0,35.0,0.0,8.0,12.0,10000000.0,75.0,11.0,179.0,56,12,False,True,False,True
25.0,2273.0,0.0,0.0,0.9,0.7,15.0,1.0,2360.0,2516.0,8.0,6.0,0.0,105.0,2767.0,13.0,22.0,13.0,2183.0,54.0,38.0,12.0,72.0,161.0,39.0,9.0,1.0,28.0,0.0,3.0,2.0,20000000.0,53.0,7.0,187.0,51,1,False,False,False,True
27.0,2271.0,0.0,0.0,1.5,0.3,21.0,7.0,2167.0,2317.0,5.0,12.0,0.0,160.0,2499.0,43.0,2.0,1.0,2016.0,17.0,20.0,14.0,71.0,78.0,37.0,4.0,0.0,12.0,0.0,3.0,3.0,65000000.0,83.0,19.0,187.0,2,6,False,False,False,True
29.0,2270.0,1.0,0.0,0.5,0.2,5.0,1.0,1539.0,1643.0,6.0,1.0,0.0,66.0,1901.0,11.0,1.0,0.0,1337.0,40.0,31.0,4.0,129.0,77.0,60.0,5.0,0.0,21.0,0.0,0.0,0.0,6000000.0,107.0,13.0,187.0,66,27,False,False,False,True
27.0,2269.0,0.0,0.0,0.6,0.4,12.0,4.0,1281.0,1483.0,4.0,6.0,0.0,101.0,1732.0,22.0,6.0,1.0,1145.0,34.0,31.0,5.0,100.0,86.0,65.0,6.0,1.0,38.0,0.0,8.0,1.0,12000000.0,110.0,12.0,181.0,25,3,False,False,False,True
24.0,2267.0,1.0,0.0,1.7,1.4,21.0,3.0,858.0,1025.0,16.0,13.0,1.0,73.0,1259.0,26.0,11.0,20.0,800.0,45.0,18.0,24.0,37.0,106.0,31.0,6.0,1.0,25.0,4.0,2.0,20.0,10000000.0,34.0,6.0,186.0,53,10,False,True,True,False
27.0,2259.0,2.0,3.0,0.7,4.5,18.0,5.0,1234.0,1447.0,36.0,31.0,22.0,92.0,1684.0,66.0,36.0,20.0,1090.0,46.0,22.0,31.0,26.0,120.0,10.0,6.0,1.0,31.0,0.0,3.0,110.0,20000000.0,130.0,21.0,183.0,23,11,False,False,False,True
26.0,2257.0,4.0,3.0,3.6,1.5,39.0,14.0,868.0,1068.0,17.0,13.0,3.0,110.0,1405.0,31.0,19.0,35.0,968.0,66.0,31.0,22.0,50.0,106.0,50.0,10.0,1.0,72.0,4.0,6.0,44.0,15000000.0,86.0,13.0,184.0,40,3,False,True,False,True
27.0,2257.0,5.0,4.0,2.7,4.1,33.0,14.0,488.0,716.0,24.0,32.0,14.0,66.0,951.0,59.0,40.0,24.0,570.0,32.0,13.0,27.0,31.0,109.0,15.0,2.0,0.0,14.0,2.0,7.0,92.0,25000.0,0.0,0.0,178.0,107,19,False,True,False,True
27.0,2256.0,0.0,2.0,0.6,1.6,13.0,4.0,1121.0,1364.0,19.0,15.0,9.0,106.0,1627.0,28.0,8.0,8.0,1011.0,62.0,15.0,32.0,84.0,75.0,30.0,5.0,0.0,31.0,0.0,2.0,42.0,6000000.0,44.0,10.0,180.0,27,35,False,False,False,True
26.0,2254.0,1.0,3.0,0.8,2.2,14.0,4.0,872.0,1057.0,14.0,23.0,7.0,80.0,1289.0,17.0,3.0,10.0,814.0,38.0,27.0,16.0,53.0,107.0,19.0,3.0,0.0,24.0,0.0,6.0,30.0,20000000.0,138.0,10.0,184.0,99,10,False,True,True,False
27.0,2250.0,9.0,3.0,6.8,2.4,39.0,13.0,371.0,505.0,15.0,10.0,3.0,28.0,729.0,31.0,9.0,30.0,532.0,25.0,4.0,17.0,15.0,48.0,32.0,4.0,1.0,14.0,6.0,1.0,10.0,25000000.0,31.0,7.0,181.0,25,3,True,False,True,False
27.0,2247.0,15.0,5.0,9.5,7.1,81.0,32.0,684.0,944.0,61.0,43.0,13.0,73.0,1274.0,142.0,37.0,51.0,974.0,32.0,3.0,35.0,5.0,69.0,17.0,4.0,0.0,31.0,2.0,5.0,124.0,60000000.0,36.0,9.0,174.0,36,4,False,True,False,True
21.0,2244.0,2.0,1.0,1.1,1.4,21.0,8.0,904.0,1121.0,23.0,11.0,1.0,118.0,1418.0,14.0,20.0,23.0,848.0,84.0,29.0,13.0,36.0,144.0,34.0,4.0,1.0,46.0,3.0,5.0,27.0,30000000.0,0.0,0.0,177.0,52,3,False,True,False,True
22.0,2238.0,3.0,2.0,1.9,0.6,23.0,6.0,1109.0,1412.0,6.0,3.0,1.0,59.0,1710.0,7.0,3.0,2.0,1022.0,47.0,32.0,16.0,146.0,95.0,77.0,6.0,0.0,21.0,0.0,3.0,9.0,8000000.0,48.0,7.0,188.0,24,3,False,False,True,False
22.0,2233.0,6.0,2.0,5.1,2.9,55.0,18.0,343.0,508.0,21.0,12.0,2.0,48.0,837.0,27.0,24.0,52.0,547.0,31.0,2.0,16.0,16.0,73.0,53.0,5.0,1.0,46.0,8.0,1.0,10.0,5000000.0,12.0,1.0,183.0,85,9,False,True,True,False
29.0,2231.0,6.0,3.0,8.9,6.6,57.0,20.0,520.0,736.0,40.0,33.0,0.0,114.0,1016.0,51.0,12.0,23.0,709.0,33.0,10.0,30.0,20.0,88.0,19.0,4.0,0.0,31.0,0.0,7.0,23.0,15000000.0,14.0,2.0,172.0,35,15,False,True,False,True
29.0,2231.0,1.0,2.0,1.4,1.4,13.0,2.0,1153.0,1303.0,22.0,18.0,0.0,105.0,1544.0,17.0,11.0,7.0,1047.0,40.0,31.0,20.0,45.0,105.0,19.0,6.0,0.0,22.0,1.0,4.0,3.0,7500000.0,63.0,11.0,185.0,50,2,False,True,False,True
24.0,2230.0,2.0,4.0,2.6,1.7,29.0,9.0,619.0,912.0,25.0,18.0,6.0,70.0,1187.0,53.0,14.0,21.0,635.0,37.0,22.0,32.0,59.0,98.0,41.0,6.0,0.0,27.0,1.0,6.0,102.0,3000000.0,0.0,0.0,183.0,85,9,False,False,True,False
33.0,2227.0,0.0,1.0,0.4,1.3,3.0,0.0,1339.0,1506.0,16.0,24.0,14.0,112.0,1710.0,52.0,17.0,10.0,1036.0,50.0,40.0,14.0,62.0,102.0,5.0,7.0,0.0,21.0,0.0,2.0,47.0,900000.0,0.0,0.0,174.0,16,3,False,False,False,True
21.0,2225.0,1.0,2.0,2.9,2.8,40.0,5.0,849.0,1068.0,33.0,31.0,3.0,116.0,1367.0,82.0,43.0,42.0,966.0,37.0,15.0,30.0,18.0,154.0,18.0,2.0,0.0,43.0,2.0,11.0,30.0,15000000.0,0.0,0.0,187.0,5,2,False,True,True,False
25.0,2224.0,4.0,0.0,3.4,1.1,55.0,17.0,911.0,1144.0,17.0,23.0,2.0,156.0,1456.0,36.0,11.0,19.0,1030.0,54.0,27.0,21.0,53.0,126.0,31.0,6.0,2.0,31.0,1.0,12.0,20.0,15000000.0,0.0,0.0,189.0,16,2,False,True,True,False
26.0,2224.0,0.0,0.0,0.4,0.6,3.0,1.0,1091.0,1193.0,18.0,5.0,0.0,124.0,1384.0,29.0,11.0,16.0,892.0,50.0,21.0,8.0,38.0,126.0,28.0,6.0,0.0,31.0,0.0,0.0,3.0,25000000.0,26.0,5.0,195.0,416,43,False,True,False,True
30.0,2223.0,1.0,4.0,2.8,3.5,31.0,5.0,699.0,854.0,31.0,29.0,8.0,103.0,1072.0,32.0,20.0,29.0,744.0,33.0,14.0,17.0,18.0,100.0,17.0,7.0,0.0,43.0,5.0,1.0,60.0,16000000.0,31.0,7.0,178.0,77,35,False,True,True,False
34.0,2223.0,1.0,6.0,3.2,3.5,27.0,7.0,1525.0,1703.0,44.0,23.0,2.0,127.0,1892.0,64.0,17.0,25.0,1480.0,25.0,13.0,21.0,23.0,116.0,14.0,1.0,0.0,15.0,1.0,5.0,60.0,5000000.0,8.0,1.0,180.0,242,10,False,True,False,True
24.0,2221.0,2.0,3.0,0.7,2.6,17.0,6.0,1476.0,1667.0,34.0,31.0,9.0,111.0,1911.0,78.0,27.0,21.0,1364.0,46.0,16.0,39.0,34.0,116.0,6.0,4.0,0.0,28.0,2.0,1.0,66.0,35000000.0,72.0,16.0,182.0,19,9,False,False,False,False
29.0,2220.0,0.0,0.0,0.1,0.3,5.0,1.0,1193.0,1369.0,7.0,10.0,0.0,98.0,1692.0,14.0,8.0,9.0,1025.0,54.0,29.0,10.0,115.0,107.0,48.0,3.0,0.0,25.0,1.0,4.0,12.0,2500000.0,40.0,5.0,192.0,130,10,False,False,False,True
23.0,2220.0,10.0,5.0,12.3,4.3,76.0,34.0,303.0,399.0,28.0,10.0,1.0,38.0,687.0,47.0,18.0,41.0,514.0,22.0,3.0,15.0,15.0,48.0,21.0,7.0,1.0,35.0,9.0,2.0,3.0,50000000.0,114.0,10.0,187.0,4,17,True,False,False,True
21.0,2213.0,0.0,2.0,0.2,0.6,9.0,0.0,771.0,936.0,7.0,8.0,3.0,61.0,1172.0,15.0,6.0,9.0,639.0,50.0,22.0,16.0,64.0,99.0,27.0,0.0,0.0,16.0,0.0,5.0,14.0,5000000.0,106.0,14.0,189.0,165,10,False,False,False,True
23.0,2210.0,4.0,2.0,5.2,2.1,54.0,24.0,610.0,796.0,35.0,24.0,10.0,46.0,1084.0,95.0,44.0,31.0,805.0,16.0,10.0,32.0,21.0,68.0,13.0,5.0,0.0,23.0,8.0,4.0,110.0,20000000.0,16.0,4.0,181.0,28,21,True,False,True,False
25.0,2206.0,7.0,4.0,6.6,4.0,57.0,17.0,363.0,552.0,30.0,12.0,1.0,59.0,849.0,23.0,16.0,24.0,607.0,23.0,8.0,22.0,32.0,63.0,73.0,7.0,0.0,50.0,7.0,2.0,11.0,5500000.0,141.0,12.0,191.0,60,10,False,True,False,True
24.0,2205.0,1.0,0.0,1.3,0.3,10.0,4.0,962.0,1121.0,5.0,2.0,0.0,69.0,1404.0,11.0,4.0,2.0,851.0,40.0,21.0,4.0,148.0,61.0,83.0,5.0,0.0,16.0,1.0,2.0,1.0,18000000.0,65.0,9.0,193.0,80,4,False,False,True,False
28.0,2204.0,10.0,5.0,7.2,2.8,44.0,15.0,768.0,998.0,23.0,26.0,4.0,104.0,1271.0,28.0,8.0,10.0,834.0,49.0,18.0,22.0,42.0,114.0,34.0,10.0,0.0,38.0,4.0,4.0,23.0,14000000.0,44.0,7.0,187.0,303,21,False,True,False,True
29.0,2203.0,1.0,0.0,1.0,0.8,11.0,4.0,634.0,850.0,7.0,7.0,0.0,74.0,1058.0,18.0,5.0,18.0,542.0,39.0,33.0,14.0,43.0,124.0,29.0,8.0,0.0,28.0,3.0,6.0,10.0,1800000.0,99.0,13.0,183.0,85,9,False,True,False,True
27.0,2201.0,9.0,3.0,10.1,2.9,59.0,24.0,255.0,361.0,14.0,9.0,0.0,47.0,655.0,31.0,17.0,51.0,459.0,18.0,1.0,15.0,23.0,38.0,46.0,0.0,0.0,36.0,2.0,2.0,4.0,40000000.0,73.0,14.0,186.0,14,4,True,False,False,True
27.0,2200.0,14.0,4.0,9.9,4.4,64.0,27.0,412.0,559.0,39.0,27.0,4.0,53.0,830.0,62.0,24.0,29.0,612.0,18.0,3.0,12.0,15.0,71.0,45.0,1.0,0.0,30.0,9.0,2.0,13.0,75000000.0,64.0,13.0,192.0,5,2,True,False,False,True
20.0,2199.0,6.0,2.0,7.3,4.5,84.0,29.0,649.0,823.0,37.0,25.0,5.0,56.0,1159.0,141.0,26.0,48.0,888.0,30.0,13.0,54.0,11.0,108.0,3.0,3.0,0.0,12.0,6.0,1.0,56.0,45000000.0,0.0,0.0,180.0,8,1,True,False,False,True
24.0,2194.0,5.0,2.0,2.5,2.7,37.0,17.0,691.0,843.0,44.0,33.0,11.0,71.0,1035.0,130.0,37.0,23.0,784.0,22.0,13.0,16.0,12.0,92.0,3.0,2.0,0.0,12.0,4.0,3.0,79.0,25000000.0,81.0,9.0,178.0,40,4,False,True,False,True
24.0,2192.0,0.0,0.0,0.7,0.2,8.0,1.0,1266.0,1404.0,2.0,5.0,0.0,97.0,1673.0,27.0,12.0,3.0,1109.0,37.0,18.0,8.0,121.0,97.0,48.0,3.0,1.0,28.0,0.0,1.0,2.0,10000000.0,76.0,7.0,190.0,100,31,False,False,False,True
23.0,2191.0,0.0,1.0,0.3,0.3,8.0,1.0,989.0,1157.0,4.0,3.0,3.0,51.0,1412.0,9.0,5.0,5.0,925.0,60.0,27.0,16.0,106.0,62.0,38.0,5.0,0.0,29.0,0.0,7.0,15.0,2800000.0,110.0,15.0,187.0,70,9,False,False,True,False
23.0,2191.0,1.0,2.0,1.3,0.9,16.0,3.0,1170.0,1352.0,15.0,7.0,0.0,126.0,1601.0,21.0,11.0,18.0,1068.0,57.0,28.0,11.0,48.0,117.0,37.0,6.0,0.0,25.0,3.0,5.0,3.0,10000000.0,12.0,2.0,186.0,110,1,False,True,False,True
28.0,2190.0,0.0,1.0,0.6,1.3,9.0,1.0,1148.0,1292.0,10.0,10.0,4.0,77.0,1596.0,16.0,10.0,3.0,1063.0,42.0,32.0,2.0,162.0,73.0,41.0,4.0,2.0,24.0,0.0,3.0,12.0,3000000.0,0.0,0.0,193.0,211,2,False,False,False,True
33.0,2189.0,1.0,5.0,1.4,4.7,15.0,3.0,1415.0,1624.0,33.0,29.0,2.0,99.0,1850.0,37.0,19.0,13.0,1331.0,58.0,17.0,27.0,35.0,83.0,6.0,4.0,0.0,29.0,2.0,5.0,63.0,3000000.0,47.0,9.0,173.0,3,3,False,False,False,True
20.0,2189.0,0.0,4.0,0.4,4.3,11.0,1.0,1300.0,1592.0,34.0,17.0,5.0,123.0,1820.0,41.0,11.0,20.0,1094.0,58.0,18.0,27.0,75.0,119.0,30.0,3.0,0.0,9.0,1.0,5.0,110.0,32000000.0,125.0,13.0,179.0,43,4,False,False,True,False
27.0,2188.0,3.0,4.0,2.0,2.2,18.0,7.0,975.0,1205.0,20.0,18.0,4.0,88.0,1464.0,59.0,19.0,8.0,844.0,34.0,25.0,30.0,57.0,122.0,17.0,6.0,0.0,9.0,1.0,2.0,25.0,14000000.0,60.0,9.0,185.0,96,21,False,False,False,True
23.0,2185.0,1.0,0.0,0.8,0.1,10.0,2.0,966.0,1177.0,5.0,1.0,0.0,57.0,1513.0,10.0,3.0,11.0,919.0,51.0,37.0,22.0,136.0,93.0,67.0,8.0,0.0,38.0,1.0,3.0,8.0,5000000.0,1.0,1.0,188.0,130,5,False,False,False,True
20.0,2182.0,2.0,3.0,1.3,4.6,30.0,7.0,798.0,1063.0,42.0,31.0,6.0,128.0,1268.0,73.0,34.0,38.0,851.0,50.0,6.0,26.0,10.0,92.0,19.0,4.0,0.0,30.0,3.0,5.0,89.0,28000000.0,0.0,0.0,180.0,175,8,True,False,False,True
22.0,2181.0,14.0,10.0,13.4,10.1,74.0,38.0,749.0,917.0,50.0,51.0,4.0,96.0,1278.0,137.0,34.0,20.0,1019.0,27.0,19.0,22.0,12.0,67.0,14.0,2.0,0.0,30.0,2.0,4.0,25.0,70000000.0,16.0,4.0,182.0,12,2,True,False,False,True
28.0,2177.0,9.0,3.0,7.1,4.2,39.0,19.0,494.0,591.0,26.0,7.0,0.0,51.0,802.0,23.0,17.0,34.0,618.0,22.0,6.0,13.0,16.0,55.0,21.0,2.0,0.0,23.0,2.0,2.0,2.0,15000000.0,91.0,21.0,180.0,28,2,False,True,False,True
23.0,2177.0,11.0,3.0,10.4,2.3,54.0,20.0,449.0,638.0,19.0,35.0,6.0,71.0,853.0,60.0,19.0,17.0,626.0,39.0,4.0,41.0,14.0,63.0,7.0,5.0,0.0,27.0,5.0,2.0,53.0,40000000.0,57.0,12.0,186.0,14,4,True,False,False,True
23.0,2175.0,1.0,1.0,0.3,0.6,9.0,4.0,1122.0,1265.0,5.0,3.0,1.0,52.0,1514.0,12.0,2.0,8.0,994.0,35.0,28.0,0.0,123.0,75.0,65.0,5.0,1.0,19.0,1.0,4.0,2.0,9000000.0,53.0,7.0,188.0,30,5,False,False,True,False
26.0,2172.0,4.0,7.0,5.4,3.6,59.0,24.0,684.0,898.0,32.0,34.0,12.0,95.0,1186.0,51.0,25.0,44.0,809.0,22.0,9.0,28.0,28.0,123.0,19.0,4.0,0.0,19.0,3.0,5.0,61.0,12000000.0,113.0,3.0,178.0,71,10,True,False,False,True
25.0,2171.0,0.0,0.0,0.3,0.4,7.0,0.0,1073.0,1234.0,11.0,16.0,3.0,105.0,1441.0,34.0,27.0,22.0,1013.0,37.0,27.0,15.0,34.0,140.0,21.0,8.0,0.0,24.0,2.0,3.0,10.0,12000000.0,12.0,3.0,188.0,46,2,False,True,False,True
25.0,2166.0,11.0,2.0,8.6,1.3,48.0,16.0,296.0,428.0,14.0,3.0,0.0,28.0,634.0,13.0,7.0,32.0,471.0,13.0,10.0,15.0,11.0,46.0,59.0,5.0,0.0,38.0,5.0,1.0,7.0,14000000.0,76.0,8.0,177.0,110,3,True,False,True,False
26.0,2165.0,1.0,0.0,1.0,0.8,7.0,4.0,738.0,921.0,13.0,24.0,12.0,73.0,1153.0,32.0,13.0,12.0,637.0,55.0,13.0,24.0,85.0,54.0,21.0,5.0,0.0,23.0,2.0,2.0,37.0,2500000.0,30.0,4.0,180.0,138,2,False,False,False,True
27.0,2163.0,0.0,6.0,0.8,3.8,7.0,4.0,994.0,1248.0,40.0,38.0,12.0,109.0,1484.0,42.0,25.0,14.0,889.0,59.0,36.0,27.0,40.0,125.0,13.0,0.0,0.0,32.0,2.0,3.0,78.0,4000000.0,25.0,4.0,178.0,1389,50,False,False,True,False
